"Comment","Recordid","Date"
"Certificate mailed - 3/31/2017","","2017-03-31 10:00:09"
"Certificate mailed - 6/15/2017","2015-004665STR","2017-06-15 15:27:27"
"From: Nicole Smith <coopnik@gmail.com>  Sent: Monday, April 01, 2019 9:42 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Re: Short-Term Rental Reporting Now Open - Due April 30 2019  Hello, I no longer have a short term rental. Can you please de-register me (or whatever) and take me off the email list?  Thank you, Nicole Smith ","2015-004665STR","2019-04-01 15:20:39"
"https://www.airbnb.com/rooms/14058974 (private room)","2016-009882STR","2016-08-18 12:38:00"
"Certificate mailed - 3/9/2017","2015-002744STR","2017-03-08 15:02:30"
"https://www.airbnb.com/rooms/3325741  Sent reminder about QRs on 29 May 2018","2015-002744STR","2018-05-29 15:44:19"
"applicant emailed a hard copy of  qr3","2015-002744STR","2018-10-22 18:05:40"
"emailed hard copy Q1 2019","2015-002744STR","2019-04-09 13:13:29"
"emailed hard copy Q2 2019","2015-002744STR","2019-07-16 17:14:08"
"Received a hard copy of 2019-Q2 report","2015-002744STR","2019-07-30 11:44:15"
"emailed hard copy of QR3 2019","2015-002744STR","2019-10-21 13:51:13"
"Received a hard copy of 2019-Q4 report","2015-002744STR","2020-01-28 13:34:59"
"emailed hard copy qr Q2 2020","2015-002744STR","2020-07-22 17:10:27"
"https://www.airbnb.com/rooms/6731898","2016-009968STR","2016-08-19 11:27:21"
"Hello - I no longer use my home as an Airbnb rental. Do I still need to complete this report?  ---------- Forwarded message ---------- From: City & County of San Francisco, Office of Short-Term Rentals <shorttermrentals@sfgov.org> Date: Sun, Oct 1, 2017 at 10:00 AM Subject: Short-Term Rental Reporting Now Open - Due October 31st To: Amy Dilaura <amy.stclair@gmail.com>  ","2016-009968STR","2017-12-08 13:42:25"
"https://www.airbnb.com/rooms/6080799 ","2016-009234STR","2016-08-19 11:52:59"
"hard copy qr for April-June, July-September in file","2016-009234STR","2018-09-27 12:02:01"
"Reapply app in PPTS","2016-009234STR","2019-03-12 15:07:48"
"Suspension letter e-mailed on 09 August 2017 to host e-mail address (Building Complaint). Letter to be mailed on 10 August 2017.","2016-008531STR","2017-08-09 14:49:20"
"Reinstated as building violation cleared (letter emailed to host on 10/13/2017).","2016-008531STR","2017-10-13 12:40:33"
"https://www.airbnb.com/rooms/7699710","2016-010245STR","2016-08-22 11:38:32"
"August Approved - no app & no pmt","2016-010245STR","2020-09-21 09:06:15"
"Linda X <linda_is_@hotmail.com> Yesterday, 6:19 PM ShortTermRentals, PLN (CPC) Hi,   I cancelled my business license and stopped renting as of June 30,2018.  The report I filed in June for the 2nd quarter of 2018 will therefore be my last since I don't plan on renting afterward.  Do I have to file any paperwork to close out my STR license with you as well?   Thank you,   Linda Hinkel  linda_is_@Hotmail.com","2016-010083STR","2018-08-16 12:23:27"
"https://www.airbnb.com/rooms/12228905","2016-010351STR","2016-08-23 08:57:46"
"https://www.booking.com/hotel/us/petite-penthouse.html?aid=304142;label=gen173nr-1FCAEoggJCAlhYSDNiBW5vcmVmcgV1c19jYYgBAZgBMbgBBsgBDNgBAegBAfgBApICAXmoAgM;sid=38120987d8e7d51428ebca58f170eb73;dest_id=20015732;dest_type=city;dist=0;group_adults=2;hpos=3;nflt=ht_id%3D201%3Bht_id%3D220;room1=A%2CA;sb_price_type=total;srfid=594d664086eb304d99cbd6d92f30904cd1ca97ebX3;type=total;ucfs=1&#hotelTmpl","2016-010351STR","2017-06-27 17:51:03"
"I am no longer listing. Thanks  On Tue, Sep 4, 2018 at 11:09 AM Martin, Milton (CPC) <milton.martin@sfgov.org> wrote: Dear Sameer,   Our records indicate that your STR Certificate (STR-0001655) expired on 8/23/2018, and you are still listing a short-term rental. We have had a slight delay in sending out our August renewals, please be patient and expect a follow up this week.    Thank you, ","2016-010351STR","2018-09-04 11:15:43"
"I am no longer listing. Thanks  On Tue, Sep 4, 2018 at 11:09 AM Martin, Milton (CPC) <milton.martin@sfgov.org> wrote: Dear Sameer,   Our records indicate that your STR Certificate (STR-0001655) expired on 8/23/2018, and you are still listing a short-term rental. We have had a slight delay in sending out our August renewals, please be patient and expect a follow up this week.    Thank you, ","2016-010351STR","2018-09-04 11:15:43"
"I am no longer listing. Thanks  On Tue, Sep 4, 2018 at 11:09 AM Martin, Milton (CPC) <milton.martin@sfgov.org> wrote: Dear Sameer,   Our records indicate that your STR Certificate (STR-0001655) expired on 8/23/2018, and you are still listing a short-term rental. We have had a slight delay in sending out our August renewals, please be patient and expect a follow up this week.    Thank you, ","2016-010351STR","2018-09-04 11:15:43"
"https://www.airbnb.com/rooms/8350861 (private room) https://www.airbnb.com/rooms/9464763 (entire apt) ","2016-010136STR","2016-08-23 11:06:09"
"mailed renewal ","2016-010136STR","2018-09-28 14:30:33"
"August Approved - no app & no pmt","2016-010136STR","2020-09-21 08:47:11"
"https://www.airbnb.com/rooms/12930338 ","2016-010443STR","2016-08-24 08:58:56"
"August Approved - no app & no pmt","2016-010443STR","2020-09-21 08:30:10"
"updated Q4 report - applicant said he notice an error in report, request to remove one entry ","2016-001775STR","2017-03-29 17:00:22"
"Revoked on 21 NOV 2017. Letters mailed and emailed.","2016-001775STR","2017-11-21 10:50:34"
"Omar said he never received his STR certificate, request for another copy to be sent","2016-010469STR","2017-01-23 11:42:07"
"August Approved - no app & no pmt","2016-010063STR","2020-09-19 15:28:26"
"https://www.airbnb.com/rooms/9394595 https://www.airbnb.com/rooms/658687 - entire house ","2016-010303STR","2016-08-29 16:19:00"
"mailed renewal ","2016-010303STR","2018-09-28 14:41:41"
"1.	It appears your 2 year certificate expired with the Office of Short-Term Rentals. Please note that this is different from the Business Registration Certificate from the SF Treasurer & Tax Collector (which needs to be renewed yearly).  Renewals are not automatic. Hosts are responsible for submitting renewal applications no earlier than 30 days before expiration. 2.	You may re-apply to host short-term rentals, but a whole NEW application and application fee (the older application fee of $50 no longer applies). You may only apply if you actually live in the same dwelling unit for at least 275 nights per year (this is an important issue for us). If the property features multiple legal dwelling units, you may only host short-term rentals in the same dwelling unit where you also reside at least 275 nights per year.  3.	If you were primarily using Airbnb you should go through their website and create a new listing. As you do so, you will be prompted to apply for a short-term rental certificate through Airbnb's website. This is recommended because once you apply you should be able to legally host again while your application is pending review.   If you apply through our website or in-person, it will likely take longer (and is more complicated) to get your listing re-enabled. 4.	Given the volume of applications, and a number of challenges, we cannot given an estimate on timing for final approval. That is why it is recommended that you apply through Airbnb's website, if you are primarily using Airbnb to host. If you are using another service you can apply through our website at shorttermrentals.sfgov.org  Office of Short Term Rentals  | City & County of San Francisco  shorttermrentals@sfgov.org     |  (415) 575-9179 1650 Mission Street, 4th Floor, San Francisco, CA 94103 https://shorttermrentals.sfgov.org | Learn More About Registration Here ","2016-009300STR","2019-02-28 17:34:41"
"mailed renewal","2016-007014STR","2018-09-28 14:04:40"
"Removal CPC-ShortTermRentals Fri 11/1/2019 4:13 PM Hi. We will close the account.   Please make sure to remove any online listings. If you have already done so, then disregard this item. You may choose to close your separate business account (1035734) with the Tax Collector (we cannot do it for you) at http://www.sftreasurer.org/business-account-update Business Account Update | Treasurer & Tax Collector Click the “I Understand” button below to enter the Account Update application. Instructions for Updating Business Account Information . The Account Update application allows you to view, correct and update information that the Office of the Treasurer & Tax Collector (Office) has on file for your business and/or license account. www.sftreasurer.org   Office of Short Term Rentals  | City & County of San Francisco   shorttermrentals@sfgov.org     |  (415) 575-9179 1650 Mission Street, 4th Floor, San Francisco, CA 94103  https://shorttermrentals.sfgov.org | Learn More About Registration Here Press Release: City Attorney Pursues $5.5 million penalty for illegal short-term rentals Press Release: City Attorney sues owners of illegal hotel   Avram Dolen <avramdolen@gmail.com> Fri 11/1/2019 3:16 PM  	 This message is from outside the City email system. Do not open links or attachments from untrusted sources.    I am no longer renting my home on Airbnb.   Avram Dolen  410 Utah St. SF, 94110  Thank you,  Avram ","2016-007014STR","2019-11-01 16:12:24"
"https://www.airbnb.com/rooms/576018","2016-009902STR","2016-08-30 17:06:22"
"August Approved - no app & no pmt","2016-009902STR","2020-09-19 13:22:00"
"Hi Milton,  Name: Tim Cowen Address: 294 Carl st. Suite 16 SF Ca 94117   Please let me know what the next step would be for completing the closure if it has not already been completed as I was informed it was last June, Thank you!  Be well, Tim  Tim Cowen CMT, CPMT tlcmassagesf@yahoo.com  “Live, Love, Laugh and Dance but not necessarily in that order or all at the same time, unless it’s Friday!!” Tim C.  ","2016-009934STR","2018-10-03 12:32:21"
"September Approved - no app & no pmt","2016-009789STR","2020-10-27 10:18:14"
"Hi Cameron Gilmore.   This is Omar Masry with the City of San Francisco's Office of Short-Term Rentals.   While you have submitted quarterly reports (thanks!), we would like to gain a greater sense of the use of the space.   Please provide screenshots of your individual monthly booking calendars,  for each online listing used, for May 2017 (yes...2017) through May 2018; within 7 calendar days.**  Thanks,  OMAR MASRY, AICP | SENIOR ANALYST Office of Short Term Rentals, City & County of San Francisco  omar.masry@sfgov.org  Phone: 415.575.9116 1650 Mission Street | 4th Floor | San Francisco | CA 94103  https://shorttermrentals.sfgov.org  ** Per Chapter 41A of the San Francisco Administrative Code - business records upon request item (link).   ","2016-009076STR","2018-04-16 14:34:52"
"mailed renewal ","2016-009466STR","2018-09-28 13:07:52"
"host requested to withdraw cert per email sent 9/4/20","2016-009466STR","2020-09-04 21:59:23"
"Reapply app in SD","2016-009967STR","2019-07-30 11:43:04"
"Received a hard copy of 2019-Q3 report","2016-009967STR","2019-11-01 09:46:31"
"https://www.airbnb.com/rooms/11501188","2016-010483STR","2016-08-31 08:49:55"
"per applicant's request sent via email, have long-term tenants now","2016-010483STR","2017-04-24 16:22:44"
"From: Faiz Sadeq [mailto:faiz@buildadifferenceproperties.com]  Sent: Thursday, September 20, 2018 10:46 AM To: Martin, Milton (CPC) Subject: Re: OFFICE OF SHORT TERM RENTALS  No Sent from my iPhone  On Sep 13, 2018, at 3:21 PM, Martin, Milton (CPC) <milton.martin@sfgov.org> wrote: Hi Faiz,   Are you still hosting with short Term Rentals?   Thank you   MILTON MARTIN, PLANNER TECH Office of Short Term Rentals, City & County of San Francisco 1650 Mission Street, Suite 400, San Francisco, CA 94103 Direct: 415-575-9052│Fax: 415-558-6409 Email: milton.martin@sfgov.org Web: https://shorttermrentals.sfgov.org ","2016-005465STR","2018-11-08 18:34:11"
"https://www.airbnb.com/rooms/10364499","2016-008486STR","2016-08-31 14:42:12"
"https://www.airbnb.com/rooms/14181982","2016-010736STR","2016-09-01 09:37:07"
"https://www.airbnb.com/rooms/13885045","2016-010900STR","2016-09-01 13:23:28"
"This may be the listing: https://www.airbnb.com/rooms/13885045","2016-010900STR","2017-08-21 12:40:41"
"322 Presidio Avenue Unit 1 (expired and building complaint)","2016-010900STR","2019-03-05 17:51:37"
"https://www.airbnb.com/rooms/10943827","2016-010061STR","2016-09-02 08:38:34"
"1.	It appears your 2 year certificate expired with the Office of Short-Term Rentals. Please note that this is different from the Business Registration Certificate from the SF Treasurer & Tax Collector (which needs to be renewed yearly).  Renewals are not automatic. Hosts are responsible for submitting renewal applications no earlier than 30 days before expiration. 2.	You may re-apply to host short-term rentals, but a whole NEW application and application fee (the older application fee of $50 no longer applies). You may only apply if you actually live in the same dwelling unit for at least 275 nights per year (this is an important issue for us). If the property features multiple legal dwelling units, you may only host short-term rentals in the same dwelling unit where you also reside at least 275 nights per year.  3.	If you were primarily using Airbnb you should go through their website and create a new listing. As you do so, you will be prompted to apply for a short-term rental certificate through Airbnb's website. This is recommended because once you apply you should be able to legally host again while your application is pending review.   If you apply through our website or in-person, it will likely take longer (and is more complicated) to get your listing re-enabled. 4.	Given the volume of applications, and a number of challenges, we cannot given an estimate on timing for final approval. That is why it is recommended that you apply through Airbnb's website, if you are primarily using Airbnb to host. If you are using another service you can apply through our website at shorttermrentals.sfgov.org  Office of Short Term Rentals  | City & County of San Francisco  shorttermrentals@sfgov.org     |  (415) 575-9179 1650 Mission Street, 4th Floor, San Francisco, CA 94103 https://shorttermrentals.sfgov.org | Learn More About Registration Here ","2016-010061STR","2019-02-28 16:13:38"
"10/31 host emailed us with an excel attachment stating the website was not functional  11/16 re-submitted Q3 via email in correct format ","2016-009579STR","2016-12-01 12:06:01"
"Hi Milton,  Thanks for taking the time to chat today about the license renewal at 780 Treat Ave (STR-0001690). You mentioned we were all clear for the renewal once we cleared up the confusion around which of our listings were short term and which were long term.  As discussed, here are our five short-term listings: https://www.airbnb.com/rooms/5196399 https://www.airbnb.com/rooms/5299461 https://www.airbnb.com/rooms/8763366 https://www.airbnb.com/rooms/8763407 https://www.airbnb.com/rooms/8763529  And the three long-term listings: https://www.airbnb.com/rooms/5299538 https://www.airbnb.com/rooms/8763620 https://www.airbnb.com/rooms/5253439  Also, let me know if you didn't receive my check and I'm happy to pay online.  Regards, John ","2016-009579STR","2018-09-27 12:59:49"
"From: Duncan Graham <duncangraham75@gmail.com>  Sent: Friday, July 3, 2020 12:43 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Fwd: Short-Term Rentals: Q2 Quarterly Reporting  I've moved and am no longer hosting due to COVID-19.   My previous address was 780 Treat Ave, San Francisco, CA 94110  Let me know if there's anything else you need from me to process my withdrawal.  Cheers, Duncan  ","2016-009579STR","2020-07-06 20:27:26"
"emailed to close account","2016-009579STR","2020-09-01 04:11:14"
"https://www.airbnb.com/rooms/2088912 (private room)","2016-010786STR","2016-09-02 13:53:19"
"ShortTermRentals, PLN (CPC) Brian Johnson <heybej@gmail.com> You forwarded this message on 9/20/2018 7:12 AM Thank you.  Please remove any and all online listings offering the property for less than 30 days (and cancel any pending reservations for stays of less than 30 days). Disregard this item if already completed or not applicable.  You may want to close your (separate) business registration certificate at www.sftreasurer.org/accountupdate as well.   No reply is needed to this e-mail. Have a great day.     Office of Short Term Rentals  | City & County of San Francisco  shorttermrentals@sfgov.org     |  (415) 575-9179 1650 Mission Street, 4th Floor, San Francisco, CA 94103 https://shorttermrentals.sfgov.org | Learn More About Registration Here Press Release: City Attorney Pursues $5.5 million penalty for illegal short-term rentals Press Release: City Attorney sues owners of illegal hotel  From: Brian Johnson <heybej@gmail.com> Sent: Wednesday, September 19, 2018 10:12 PM To: ShortTermRentals, PLN (CPC) Subject: I no longer intend to host short-term rentals in SF    o    STR-0001691 o    2468 B Bush Street, SF, CA 94115 o    Brian Johnson o    I no longer intend to host short-term rentals in SF","2016-010786STR","2018-09-20 07:09:42"
"withdrawn per voicemail January 2018. Moved out. ","2016-007844STR","2018-01-03 18:19:07"
"withdrawn per voicemail January 2018. Moved out. ","2016-007844STR","2018-01-03 18:19:25"
"mailed renewal ","2016-011030STR","2018-09-28 13:42:45"
"September Approved - no app & no pmt","2016-011030STR","2020-10-23 07:42:00"
"Certificate mailed - 3/31/2017","2015-004087STR","2017-03-31 11:53:19"
"emailed hard copy qr","2015-004087STR","2019-01-10 17:43:24"
"emailed hard copy qr for Q1 2019","2015-004087STR","2019-04-03 11:40:58"
"https://www.airbnb.com/rooms/13914298","2016-009070STR","2016-09-09 11:45:21"
"From: Jamie Cervantes [mailto:jamiecervantes14@gmail.com]  Sent: Wednesday, October 24, 2018 2:18 PM To: ShortTermRentals, PLN (CPC) Subject: no longer hosting short-term rentals   Hello,   This statement is to notify the Office of Short-Term Rentals that I am no longer hosting at my property.   STR #:   STR-0001695  Address: 136 Mountain Spring Ave, San Francisco, CA, 94114  Please confirm you have received this notification and let me know if you need anything else.   Thank you!  Jamie Cervantes 408-410-1692 ","2016-009070STR","2018-10-24 17:55:36"
"emailed hard copy qr ","2016-001102STR","2019-01-03 19:21:07"
"From: Adrienne Toomey <adriennetoomey@gmail.com>  Sent: Wednesday, March 04, 2020 7:43 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: intent to stop shot term renatls  To whom it may concern,    It is with great disappointment with the leadership of the city of SF, that as a long-time resident who needs occasional short-term rentals to afford remaining in this city, I must stop this occasional practice due to the excessive costs the city charges for me to simply maintain this occasional needed income.  Kindly confirm receipt and release.  0000953 3454 18th street, sf 94110 Adrienne Toomey I no longer intent to host short-term rentals ","2016-001102STR","2020-03-05 12:34:04"
"mailed renewal ","2016-008458STR","2018-09-28 13:52:31"
"From: Michele Gage <mgage2123@gmail.com>  Sent: Wednesday, April 1, 2020 9:58 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Withdrawal of listing  Hello,   I no longer own the property where I used to host and would like to withdraw my certificate. Please let me know if you need more information. Thank you!  Michele Gage 172 Langton Street, SF 94103   --  Michele  ","2016-010478STR","2020-04-01 16:42:13"
"mailed renewal ","2016-009750STR","2018-09-28 13:21:52"
"September Approved - no app & no pmt","2016-009750STR","2020-10-23 08:23:50"
"https://www.airbnb.com/rooms/14553693","2016-010792STR","2016-09-12 16:20:30"
"Second Unit is being let out on traditional terms. listing is for legal in-law","2016-004783STR","2016-09-12 17:07:49"
"Unclear whether the illegal unit they state they live in while guests are present contains a kitchen or not (likely not). Though listing states they live in an entirely separate unit in the building, all research points to the unit actually being a separate floor contained within unit #102. Listing url: airbnb.com/rooms/7180020","2016-008382STR","2016-09-14 12:10:57"
"EMAILED HARD COPY QR","2016-008382STR","2019-01-09 18:54:06"
"September Reapply no app & no pmt","2016-008382STR","2020-10-27 12:59:25"
"https://www.sumnerhousesf.com/about-us/","2016-011155STR","2017-12-14 11:59:58"
"emailed hard copy QR","2016-011155STR","2018-08-07 18:46:37"
"Prior ban was for 15A sumner street (see paper files)","2016-011155STR","2018-09-26 12:18:57"
"no longer active","2016-011155STR","2018-09-28 14:54:09"
"https://www.airbnb.com/users/show/595792","2016-011155STR","2018-09-28 15:09:05"
"https://www.airbnb.com/rooms/117955","2016-011155STR","2018-10-04 16:41:53"
"Voided/returned $250, check #859, dated 9/03/18 to the host today","2016-011155STR","2019-11-05 09:29:56"
"March reapply - no app in SD (Michelle)","2015-018567STR","2020-03-30 15:33:54"
"https://www.airbnb.com/rooms/14763705","2016-011831STR","2016-09-16 14:04:37"
"https://www.flipkey.com/properties/8364925/","2016-011831STR","2017-08-21 22:00:23"
"https://www.homeaway.com/vacation-rental/p4324284","2016-011831STR","2018-09-17 17:06:03"
"September Reapply - App in PPTS","2016-011831STR","2020-10-23 09:14:07"
"laps time, reapply app in SD","2016-009459STR","2019-04-11 12:16:03"
"emailed hard copy qr","2016-009259STR","2019-01-31 12:21:32"
"September Approved - no app & no pmt","2016-009259STR","2020-10-23 09:31:22"
"https://www.airbnb.com/rooms/16678379 . https://www.airbnb.com/users/show/9671092","2015-016195STR","2018-04-17 19:41:46"
"https://www.airbnb.com/rooms/17991554 https://www.airbnb.com/rooms/16678379 https://www.airbnb.com/rooms/20575733 https://www.airbnb.com/rooms/19416507 https://www.airbnb.com/rooms/20257216 https://www.airbnb.com/rooms/19626323 https://www.airbnb.com/rooms/20575733 https://www.airbnb.com/users/show/9671092 https://www.airbnb.com/users/show/136131559 ","2015-016195STR","2019-01-16 13:55:53"
"cert expired 9/22/18","2015-016195STR","2019-02-28 14:58:11"
"Received a hard copy of 2019-Q3 report","2016-011054STR","2019-10-29 09:12:27"
"https://www.airbnb.com/rooms/8882531","2016-011728STR","2016-09-26 09:06:46"
"confirmation received via email","2016-011246STR","2017-03-14 11:22:43"
"mailed renewal ","2016-010899STR","2018-09-28 13:15:22"
" per Caroline's request sent via email dated 2/27/2017  ","2016-010932STR","2017-02-27 09:11:14"
"letter received via mail from host regarding the closure of STR account ","2016-010932STR","2017-03-03 10:41:01"
"mailed renewal ","2016-011944STR","2018-09-28 14:12:44"
"EMAILED HARD COPY QR","2016-011944STR","2018-10-29 17:45:14"
"emailed hard copy qr","2016-011944STR","2019-01-10 17:39:45"
"-----Original Message----- From: Cookie Marro <cookiemarro@gmail.com>  Sent: Wednesday, April 17, 2019 11:20 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Cc: Omondi Nyong'o <kideyedoc@gmail.com> Subject: Closing short term rentals     Your STR #:   STR-0001722  Address: 274 Page Street, San Francisco, CA, 94102  Name: Omondi Nyongo  Statment: I am no longer wanting to host short term rentals at this time. ","2016-012665STR","2019-04-18 12:24:59"
"https://www.airbnb.com/rooms/11868448","2016-003711STR","2016-09-30 12:13:54"
"Received a hard copy of 2019-Q2 report","2016-009231STR","2019-07-31 15:10:06"
"Received a hard copy of 2019-Q3 report","2016-009231STR","2019-10-29 10:15:02"
"Received a hard copy of 2019-Q4 report","2016-009231STR","2020-02-05 09:25:48"
"Received a hard copy of 2020-Q1 report","2016-009231STR","2020-04-10 11:22:12"
" From: David Scheer <scheer.3d@gmail.com>  Sent: Monday, July 6, 2020 9:12 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Re: Short-Term Rentals: Q2 Quarterly Reporting  Thanks, you're awesome! Here are the listings (both in the same house): https://www.airbnb.com/rooms/14426130  https://www.airbnb.com/rooms/plus/12741695  Both are now in status of 'unlisted'.  There are still some bookings for August and beyond that I need to negotiate cancellation and rebooking, but as I don't own the house anymore, that is a necessity and is inevitable.  If the new owners take on the listing and bookings, it will be under a new STR license and business license.  Thanks again, it's been a great experience, and I think the SF STR program is doing a really good job working with ABB to protect renters and hotels and provide a just and reasonable environment for both home-owners and those that might (but can't!) cheat the system.  David   On Mon, Jul 6, 2020 at 8:50 PM CPC-ShortTermRentals <shorttermrentals@sfgov.org> wrote: Email us your listing URL’s, STR number and address. And  I’ll close out your account     MILTON MARTIN, PLANNER TECH Office of Short Term Rentals, City & County of San Francisco 1650 Mission Street, Suite 400, San Francisco, CA 94103 Direct: 415-575-9052│Fax: 415-558-6409 Email: milton.martin@sfgov.org Web: https://shorttermrentals.sfgov.org   The Planning Department is open for business during the Stay Safe at Home Order. Most of our staff are working from home and we’re available by e-mail. Our Public Portal, where you can file new applications, and our Property Information Map are available 24/7. The Planning and Historic Preservation Commissions are convening remotely and the public is encouraged to participate. The Board of Appeals, Board of Supervisors, and Planning Commission are accepting appeals via e-mail despite office closures. All of our in-person services at 1650 and 1660 Mission Street are suspended until further notice. Click here for more information.         From: David Scheer <scheer.3d@gmail.com>  Sent: Friday, July 3, 2020 9:26 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Re: Short-Term Rentals: Q2 Quarterly Reporting   Thanks. I actually had no stays during that time, and I just sold the house.  What do I need to do to close out my STR reporting and licensing? David ","2016-009231STR","2020-07-08 17:26:35"
"From: David Scheer <scheer.3d@gmail.com>  Sent: Wednesday, July 8, 2020 5:33 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Re: Short-Term Rentals: Q2 Quarterly Reporting  Sorry, here you go:  STR-0001724  1447 44th Ave, 94122  Thanks again, David   On Wed, Jul 8, 2020 at 5:30 PM CPC-ShortTermRentals <shorttermrentals@sfgov.org> wrote: We still need your STR number and address.   Thank you,     MILTON MARTIN, PLANNER TECH Office of Short Term Rentals, City & County of San Francisco 1650 Mission Street, Suite 400, San Francisco, CA 94103 Direct: 415-575-9052│Fax: 415-558-6409 Email: milton.martin@sfgov.org Web: https://sfplanning.org/office-short-term-rentals ","2016-009231STR","2020-07-10 14:45:32"
"https://www.airbnb.com/rooms/12270048","2016-011731STR","2016-09-30 14:25:04"
"applicant withdrew app ","2016-012206STR","2018-07-10 10:02:11"
"mailed renewal ","2016-012007STR","2018-09-28 13:28:58"
"September Approved - no app & no pmt","2016-012007STR","2020-10-27 10:13:38"
"From: Scott Olson [mailto:olson.sr@gmail.com]  Sent: Wednesday, October 31, 2018 10:46 AM To: ShortTermRentals, PLN (CPC) Subject: Please Shut Down our 70 Cotter License   This note pertains to 70 Cotter St, San Francisco 94112. We quit doing short term rentals at the house in February 2018 and sold the house in September 2018. At present we aren't doing short term rentals at any other location. Please terminate our short term rental license.   Thank you, Scott Olson 994 Le Conte Ave, San Francisco, CA 94124 415-519-2264 ","2016-011663STR","2018-10-31 18:31:37"
"per applicant's request sent via email, would like to be removed from registry","","2017-04-04 09:27:14"
"Jan reapply / sheet2 - no app & no pmt","2015-015488STR","2020-02-25 09:48:53"
"Resubmitted new app on 3/28/20","2015-015488STR","2020-05-11 13:23:29"
"request sent via email dated 1/4/2017","2015-015505STR","2017-01-04 11:10:39"
"spoke to on the phone, would like us to make note of why the Q2 report was missing, was out of the country and the house was being renovated ","2015-001200STR","2016-10-04 14:54:00"
"https://www.airbnb.com/rooms/770991 (91 reviews for in-law unit with hot plate; not stove) as of December 2016.","2015-001200STR","2016-12-10 07:11:47"
"Certificate mailed out on 2/16/2017","2015-001200STR","2017-02-15 16:54:55"
"17 Whitney Street CPC-ShortTermRentals Fri 11/1/2019 12:41 PM  Hi. We cannot accept late reports. Please make sure to report in January for your October/November/December stays (only).    Office of Short Term Rentals  | City & County of San Francisco   shorttermrentals@sfgov.org     |  (415) 575-9179 1650 Mission Street, 4th Floor, San Francisco, CA 94103  https://shorttermrentals.sfgov.org | Learn More About Registration Here Press Release: City Attorney Pursues $5.5 million penalty for illegal short-term rentals Press Release: City Attorney sues owners of illegal hotel ","2015-001200STR","2019-11-01 12:40:20"
"Certificate mailed - 6/1/2017","2015-006656STR","2017-06-01 12:28:09"
"by KG on 3/5/19.","2015-006656STR","2019-03-11 14:01:13"
"1.	It appears your 2 year certificate expired with the Office of Short-Term Rentals. Please note that this is different from the Business Registration Certificate from the SF Treasurer & Tax Collector (which needs to be renewed yearly).  Renewals are not automatic. Hosts are responsible for submitting renewal applications no earlier than 30 days before expiration. 2.	You may re-apply to host short-term rentals, but a whole NEW application and application fee (the older application fee of $50 no longer applies). You may only apply if you actually live in the same dwelling unit for at least 275 nights per year (this is an important issue for us). If the property features multiple legal dwelling units, you may only host short-term rentals in the same dwelling unit where you also reside at least 275 nights per year.  3.	If you were primarily using Airbnb you should go through their website and create a new listing. As you do so, you will be prompted to apply for a short-term rental certificate through Airbnb's website. This is recommended because once you apply you should be able to legally host again while your application is pending review.   If you apply through our website or in-person, it will likely take longer (and is more complicated) to get your listing re-enabled. 4.	Given the volume of applications, and a number of challenges, we cannot given an estimate on timing for final approval. That is why it is recommended that you apply through Airbnb's website, if you are primarily using Airbnb to host. If you are using another service you can apply through our website at shorttermrentals.sfgov.org  Office of Short Term Rentals  | City & County of San Francisco  shorttermrentals@sfgov.org     |  (415) 575-9179 1650 Mission Street, 4th Floor, San Francisco, CA 94103 https://shorttermrentals.sfgov.org | Learn More About Registration Here ","2015-016351STR","2019-02-28 17:05:40"
"Certificate mailed - 6/12/2017","2015-003615STR","2017-06-12 10:17:24"
"https://www.airbnb.com/rooms/13574259","2016-012178STR","2016-10-06 11:40:48"
"request sent via email dated 3/20/2017","2016-012070STR","2017-03-21 10:28:17"
"activity may have continued through Fall per a neighbor phone call on 15 FEB 2018 at 1:50 PM. Neighbor did not want a complaint created. ","2016-012070STR","2018-02-15 13:24:22"
"https://www.airbnb.com/rooms/3096080","2016-006806STR","2016-10-07 14:02:30"
"emailed hard copy of QR to report for july","2016-011955STR","2018-07-20 09:08:49"
"9/4: KG Received info that host is applying for Bar license to practice in Montana. Prior to renewal, review for any signs of change in residency. ","2016-011955STR","2018-09-04 14:51:10"
"https://www.airbnb.com/rooms/14869150","2016-011862STR","2016-10-07 16:52:32"
"-----Original Message----- From: Ravinder Sehgal [mailto:sehgal@sfsu.edu]  Sent: Wednesday, May 16, 2018 5:48 PM To: ShortTermRentals, PLN (CPC) Subject: no longer interested in short term rentals  Hi,   I signed up to do Airbnb, and short term rentals.  However, I never did rent out my home for short term rentals, and I no longer plan to do it.  I have closed the business with the Office of the Treasurer.  I am hereby informing you that I will not do short term rentals.  Thank you very much, Ravinder SEHGAL    Ravinder Sehgal 659 Castro Street San Francisco, CA. 94114, USA www.ravindersehgal.com ","2016-001407STR","2018-10-28 16:16:40"
