rec_num,time_log_seq,billable_flag
2018-001876PCA,5052752,N
2017-000082VAR,5052883,N
2013.0522E,5053145,N
2016-002914CUA,5053463,N
2013.0208DVA,5053664,N
2016-000162CWP,5054430,N
2016-000162CWP,5054510,N
2016-000162CWP,5054511,N
2016-000162CWP,5054546,N
2017-002951ENX,5056135,N
2014.1305CUA,5056694,N
2017-002951ENX,5056708,N
2014.1305CUA,5057250,N
2007.1035E,5058127,N
2017-002951ENX,5058198,N
2014.1305CUA,5058959,N
2016-000162CWP,5059290,N
2016-000162CWP,5059291,N
2016-000162CWP,5059623,N
2016-000162CWP,5059654,N
20132800CWPCWP,5059690,N
20132800CWPCWP,5059691,N
2018-001154DNX,5059693,N
2011.1122CUA,5059719,N
2018-001154DNX,5059914,N
2017-000082VAR,5059937,N
2017-007430CUA,5059970,N
2002.0124CUA-02,5060261,N
2017-002951ENX,5061308,N
2018-001043CWP,5061315,N
2017-002951ENX,5061316,N
2017-002951ENX,5061748,N
2018-001043CWP,5061751,N
2017-002951ENX,5063094,N
2018-001043CWP,5063102,N
2017-002951ENX,5064763,N
2018-001043CWP,5064771,N
2016-000162CWP,5066347,N
20132800CWPCWP,5066508,N
20132800CWPCWP,5066509,N
20132800CWPCWP,5066510,N
2018-001043CWP,5066672,N
2018-001043CWP,5066673,N
2011.0409DVA,5066748,N
2011.0409DVA,5066854,N
2017-000082VAR,5067509,N
2017-000082VAR,5067774,N
2017-000082VAR,5068030,N
2017-000082VAR,5069181,N
2017-000082VAR,5070625,N
2017-002430CUA,5071620,N
2017-002430CUA,5071855,N
2017-000082VAR,5072478,N
2011.0409DVA,5073634,N
2017-011783CWP,5073636,N
2018-001043CWP,5073637,N
2018-001043CWP,5073638,N
2017-011783CWP,5073681,N
20132800CWPCWP,5073730,N
20132800CWPCWP,5073732,N
20132800CWPCWP,5073744,N
20132800CWPCWP,5073745,N
20132800CWPCWP,5073747,N
20132800CWP,5073754,N
2018-001154DNX,5073781,N
2017-002951ENX,5075530,N
2017-002951ENX,5075531,N
2018-001292GPR,5075667,N
2017-002951ENX,5075684,N
2018-001292GPR,5076169,N
2018-001292GPR,5077588,N
2013.0154E_3,5078272,N
2017-010579CUA,5078441,N
2018-001292GPR,5079499,N
2017-010579CUA,5079530,N
2013.0154E_3,5079654,N
20132800CWPCWP,5080172,N
20132800CWPCWP,5080173,N
20132800CWPCWP,5080274,N
20132800CWPCWP,5080275,N
20132800CWPCWP,5080276,N
2018-001154DNX,5080297,N
20144454CWP,5080384,N
20132800CWPCWP,5080499,N
2016-000162CWP,5080501,N
2016-000162CWP,5080502,N
2017-002430CUA,5081109,N
2013.0509C,5081115,N
1996.547E,5081181,N
2017-002430CUA,5081552,N
20132800CWPCWP,5082304,N
20132800CWPCWP,5082322,N
2017-002430CUA,5082411,N
20132800CWPCWP,5082758,N
2017-009510VAR,5083398,N
2017-009510VAR,5083591,N
2017-002430CUA,5083634,N
20132800CWPCWP,5084126,N
20132800CWPCWP,5084837,N
2017-009510VAR,5085364,N
2017-002430CUA,5085434,N
20132800CWPCWP,5086100,N
2014.1305CUA,5086984,N
2017-002430CUA,5087038,N
2017-002951ENX,5088027,N
2014.1305CUA,5088754,N
2002.0124CUA-02,5089010,N
2017-002951ENX,5089596,N
2014.1305CUA,5090551,N
2017-002430CUA,5091043,N
2017-011783CWP,5091264,N
2017-002951ENX,5091496,N
2017-011783CWP,5091497,N
2017-002430CUA,5091596,N
2014.1305CUA,5092719,N
2017-002951ENX,5093125,N
2017-011783CWP,5093126,N
2017-002430CUA,5093224,N
2014.1305CUA,5094326,N
2002.0124CUA-02,5095009,N
2017-010105CUA,5095198,N
2017-002951ENX,5095244,N
2017-011783CWP,5095245,N
2017-002430CUA,5095354,N
2017-010105CUA,5096380,N
2014.1305CUA,5096644,N
2016-000162CWP,5097418,N
2017-015199CUA,5099853,N
2017-008412VAR,5099855,N
2017-008412VAR,5100548,N
2017-015199CUA,5100555,N
2017-002430CUA,5101262,N
2015-000004VAR,5101524,N
2013.1757E,5101883,N
2017-013684VAR,5101930,N
2017-008412VAR,5102274,N
2017-015199CUA,5102282,N
2015-000004VAR,5102711,N
2017-002430CUA,5102898,N
2017-013684VAR,5103100,N
2017-002430CUA,5103325,N
2017-011783CWP,5103449,N
20132800CWPCWP,5103984,N
2016-000162CWP,5103986,N
2016-000162CWP,5103987,N
20132800CWP,5103988,N
2017-009635CUA,5104005,N
20132800CWP,5104029,N
2017-008334CUA,5104631,N
2017-013413CUA,5105231,N
2017-008412VAR,5105271,N
2017-008412VAR,5105469,N
2017-015199CUA,5105511,N
2017-008412VAR,5105566,N
2017-008412VAR,5105923,N
2017-015199CUA,5105929,N
2017-013413CUA,5106192,N
2017-008412VAR,5106452,N
2017-008412VAR,5106537,N
2017-008412VAR,5107142,N
2017-015199CUA,5107149,N
2017-013413CUA,5107517,N
2017-008412VAR,5107910,N
2017-008412VAR,5108853,N
2017-015199CUA,5108863,N
2017-013413CUA,5109345,N
2011.0409DVA,5109889,N
2016-006250COA,5109903,N
2002.0124CUA-02,5110159,N
2013.0154E_3,5110238,N
2017-008412VAR,5110285,N
2011.0409DVA,5110309,N
2013.1390E,5110315,N
20132800CWPCWP,5110400,N
2017-015199CUA,5112053,N
2017-015199CUA,5112626,N
2017-015199CUA,5113856,N
2017-015199CUA,5115450,N
2017-012484DNX,5116541,N
20132800CWPCWP,5116896,N
20132800CWPCWP,5116936,N
2017-011783CWP,5118211,N
2017-008412VAR,5118342,N
2017-008412VAR,5118661,N
2014.1604CUA,5119313,N
2013.0531X,5119316,N
2013.0531X,5119317,N
2017-011783CWP,5119428,N
20132800CWP,5119429,N
20132800CWP,5119556,N
2017-011783CWP,5119562,N
2014.1604CUA,5119704,N
2017-008412VAR,5119742,N
2013.0531X,5119767,N
20132800CWP,5120706,N
20132800CWP,5121056,N
2017-011783CWP,5121063,N
2014.1604CUA,5121264,N
2017-008412VAR,5121305,N
2013.0531X,5121343,N
2018-001876PCA,5122317,N
2013.0531X,5122535,N
2013.0531X,5122542,N
20132800CWPCWP,5122797,N
20144454CWP,5122999,N
2016-007850COA,5123205,N
2017-008334CUA,5123608,N
20144454CWP,5124076,N
2015-015557VAR,5124773,N
20132800CWP,5125414,N
20144454CWP,5125890,N
20144454CWP,5125891,N
2018-001154DNX,5125905,N
2013.1049C,5126184,N
2013.1049C,5126185,N
20132800CWP,5126351,N
20144454CWP,5128301,N
20144454CWP,5128302,N
20144454CWP,5128303,N
20132800CWPCWP,5128355,N
20132800CWPCWP,5128356,N
20132800CWPCWP,5128357,N
20144454CWP,5128502,N
2013.1757E,5128764,N
2017-011783CWP,5128955,N
2002.0124CUA-02,5129524,N
2009.1100H,5129576,N
2015-009460CUA,5129715,N
2015-009460CUA,5129719,N
2016-011827ENX,5130142,N
2015-009460CUA,5130163,N
2002.0124CUA-02,5131017,N
2013.1049C,5131037,N
20144454CWP,5131217,N
20144454CWP,5131219,N
20144454CWP,5131220,N
20144454CWP,5131222,N
20132800CWPCWP,5131223,N
2016-000162CWP,5131225,N
2016-000162CWP,5131227,N
2013.1049C,5131587,N
2007.0558E,5131675,N
2017-011783CWP,5132133,N
20132800CWP,5132144,N
2017-013537CUA,5132354,N
2017-013537CUA,5132355,N
2017-011783CWP,5132618,N
2013.1049C,5133681,N
20144454CWP,5134079,N
20144454CWP,5134080,N
20132800CWPCWP,5134085,N
20132800CWPCWP,5134086,N
2014.1305CUA,5134838,N
2011.0038X,5135045,N
2018-004720CUA,5135349,N
2015-009460CUA,5135402,N
2018-003800CWP,5136334,N
2016-003836CUA,5138057,N
20132800CWPCWP,5138454,N
2018-003800CWP,5138816,N
2018-003800CWP,5138841,N
20144454CWP,5138850,N
2017-003134DNX,5138980,N
2014.1305CUA,5140121,N
2017-011783CWP,5141900,N
2017-016313CWP,5141933,N
20144454CWP,5141956,N
2017-011783CWP,5142158,N
2017-011783CWP,5142159,N
2017-011783CWP,5142160,N
2017-011783CWP,5142161,N
2018-001043CWP,5142175,N
2014.1305CUA,5142844,N
2014.1183CUA,5143009,N
2013.0208DVA,5143119,N
2014.1305CUA,5143322,N
2014.1183CUA,5143367,N
2007.0946E_14,5143503,N
2007.0946E_14,5143504,N
2007.0946E_14,5143540,N
2016-013216COA,5143849,N
2007.0946E_14,5144540,N
2017-011783CWP,5144653,N
2018-007888CWP,5144664,N
2015-008058DNX,5144722,N
2017-011783CWP,5144865,N
2017-016313CWP,5145017,N
2017-016313CWP,5145018,N
2017-016313CWP,5145019,N
2017-011783CWP,5145034,N
20144454CWP,5145073,N
2002.0124CUA-02,5145376,N
2014.1305CUA,5145745,N
2017-011783CWP,5145945,N
2014-001400ENX,5146059,N
2018-008004VAR,5146107,N
2013.0208DVA,5146795,N
2008.0014U,5147450,N
2017-011783CWP,5147526,N
2017-011783CWP,5147527,N
2017-011783CWP,5147528,N
2017-011783CWP,5147529,N
2017-011783CWP,5147564,N
2018-001043CWP,5147567,N
2018-001043CWP,5147568,N
2015-008058DNX,5147592,N
20144454CWP,5147836,N
2017-011783CWP,5147858,N
2017-011783CWP,5147901,N
20144454CWP,5148062,N
20144454CWP,5148063,N
2018-007888CWP,5148067,N
2002.0124CUA-02,5148099,N
2015-015203DNX,5148179,N
2014.1183CUA,5148401,N
2014.1305CUA,5148621,N
2017-011783CWP,5148682,N
2017-011783CWP,5148683,N
2017-016278VAR,5148834,N
2018-006910PCA,5148922,N
2016-006164CUA,5149003,N
2014.1305CUA,5149015,N
2016-010618GPR,5149064,N
2017-011783CWP,5149173,N
2016-011827ENX,5149185,N
2017-010559VAR,5149497,N
2018-001669VAR,5149665,N
2018-007888CWP,5149766,N
2018-007888CWP,5149767,N
2018-007888CWP,5149768,N
2017-011783CWP,5149769,N
2017-011783CWP,5150003,N
2018-007888CWP,5150042,N
2017-016313CWP,5150059,N
2012.1496E,5150335,N
2018-007888CWP,5151292,N
2017-012484DNX,5151306,N
2018-007888CWP,5152218,N
2018-007888CWP,5152221,N
2018-007888CWP,5152222,N
2018-007888CWP,5152223,N
2017-016313CWP,5152263,N
2018-001043CWP,5152319,N
2018-001043CWP,5152321,N
2013.0208DVA,5152615,N
2014-002541CWP-02,5152640,N
2014-002541CWP-02,5152641,N
2018-007888CWP,5152698,N
2011.0409DVA,5152801,N
20132800CWPCWP,5152807,N
2008.0014U,5153270,N
2014-001400ENX,5153311,N
2015-015203DNX,5153779,N
2015-015203DNX,5153780,N
2018-007888CWP,5154054,N
2015-008058DNX,5154951,N
2018-006910PCA,5155182,N
2013.0154E_3,5155311,N
2013.0154E_3,5155312,N
2018-003800CWP,5155460,N
2018-007888CWP,5155477,N
2018-007888CWP,5155478,N
2017-011783CWP,5155487,N
2017-011783CWP,5155488,N
2017-011783CWP,5155489,N
2018-007888CWP,5155490,N
2017-016313CWP,5155678,N
2017-016313CWP,5155679,N
2017-016313CWP,5155681,N
2017-016313CWP,5155682,N
2018-003800CWP,5155683,N
2011.0409DVA,5155713,N
2006.1523DNX,5155714,N
2006.1523DNX,5155715,N
2018-014050CWP,5155743,N
2018-010941VAR,5155786,N
2014.0334ENX,5156970,N
2018-006910PCA,5156978,N
2018-008669CUA,5157374,N
2014-001400ENX,5157406,N
2017-006454VAR,5157486,N
2016-011827ENX,5157682,N
2018-001043CWP,5157721,N
2017-011783CWP,5157726,N
2017-010559VAR,5157970,N
2018-003800CWP,5158150,N
2018-003800CWP,5158152,N
2015-012491CUA,5158153,N
2017-011783CWP,5158226,N
2018-007888CWP,5158227,N
20144454CWP,5158656,N
2018-007888CWP,5158662,N
2015-012491CUA,5158677,N
2017-016313CWP,5158721,N
2017-016313CWP,5158723,N
2018-003800CWP,5158726,N
20144454CWP,5158758,N
2018-014050CWP,5158761,N
2017-015669CUA,5159527,N
2016-011827ENX,5159697,N
2016-011827ENX,5159698,N
2013.0154E_3,5159869,N
2013.0154E_3,5159870,N
2013.0154E_3,5159871,N
2016-011827ENX,5160518,N
2016-011827ENX,5160519,N
2018-000619COA,5160543,N
2017-011783CWP,5160557,N
2015-012491CUA,5161289,N
2015-012491CUA,5161292,N
2017-008881COA,5161463,N
2017-008881COA,5161487,N
2017-008881COA,5161496,N
2015-012491CUA,5161504,N
2005.0679C,5161579,N
20144454CWP,5161661,N
20132800CWPCWP,5161663,N
2018-007888CWP,5161684,N
2018-007888CWP,5161685,N
2007.0558E,5162178,N
2018-004644CUA,5162368,N
2018-001043CWP,5163052,N
2017-011783CWP,5163053,N
2017-011783CWP,5163074,N
2012.1553E,5163446,N
2010.0515DVA-02,5163676,N
2017-016313CWP,5163724,N
2018-003800CWP,5163745,N
2018-003800CWP,5163746,N
2018-014050CWP,5163761,N
2018-003800CWP,5163762,N
2017-011783CWP,5163769,N
2018-014050CWP,5163774,N
2015-012491CUA,5163776,N
2015-012491CUA,5163778,N
2015-012491CUA,5163780,N
2018-007888CWP,5163782,N
2018-007888CWP,5163783,N
20132800CWPCWP,5163995,N
20132800CWPCWP,5164576,N
2018-000806VAR,5164998,N
2017-011783CWP,5165146,N
2017-011783CWP,5165147,N
2018-007888CWP,5165193,N
2018-007888CWP,5165226,N
2017-008881COA,5165623,N
2018-007888CWP,5165777,N
2018-007888CWP,5165778,N
2018-007888CWP,5165779,N
2018-007888CWP,5165780,N
2017-015110CUA,5166815,N
2017-008881COA,5167434,N
2005.0679C,5167575,N
2013.0154E_3,5167608,N
2018-007888CWP,5167759,N
2018-014050CWP,5167855,N
2017-016476CUA,5167902,N
2011.0409DVA,5167908,N
2018-001043CWP,5168114,N
2018-007888CWP,5168515,N
2018-007888CWP,5168516,N
2018-007888CWP,5168517,N
2016-000162CWP,5168519,N
2013.0208DVA,5168521,N
2017-011783CWP,5168804,N
2017-008412VAR,5169444,N
2017-011783CWP,5169529,N
2017-011783CWP,5170138,N
2013.0154E_3,5170253,N
2018-013637CWP,5170657,N
2018-003800CWP,5170693,N
2017-016313CWP,5170811,N
2017-016313CWP,5170830,N
2017-016313CWP,5170834,N
2018-003800CWP,5170837,N
20144454CWP,5170852,N
2018-014050CWP,5170864,N
2018-014050CWP,5170865,N
2018-014050CWP,5170868,N
2018-013637CWP,5170885,N
20132800CWPCWP,5171226,N
2018-007888CWP,5171227,N
2018-007888CWP,5171228,N
2018-007888CWP,5171229,N
2015-006425CUA,5171403,N
2008.0014U,5172225,N
2017-008412VAR,5172926,N
20132800CWPCWP,5173033,N
20132800CWPCWP,5173044,N
2017-011783CWP,5173047,N
2017-011783CWP,5173048,N
20132800CWPCWP,5173286,N
2018-007888CWP,5173288,N
2018-007888CWP,5173290,N
2018-007888CWP,5173310,N
2018-013637CWP,5173513,N
2018-013637CWP,5173514,N
2016-000378CUA,5174001,N
2016-000378CUA,5174002,N
2017-016313CWP,5174249,N
2017-016313CWP,5174250,N
2017-016313CWP,5174252,N
2018-014050CWP,5174262,N
2017-011783CWP,5175111,N
2016-016161SHD,5175301,N
2017-008412VAR,5175376,N
2017-008412VAR,5175646,N
2008.0014U,5176089,N
2008.0014U,5176090,N
2018-003800CWP,5176374,N
2018-003800CWP,5176375,N
2018-003800CWP,5176645,N
2017-003134DNX,5176945,N
2013.0208DVA,5176946,N
2015-011459VAR,5176948,N
2017-016476CUA,5176978,N
2017-011783CWP,5176994,N
2017-011783CWP,5177000,N
2017-011783CWP,5177002,N
20132800CWPCWP,5177180,N
2016-007593CUA,5177365,N
2017-003134DNX,5177747,N
2008.0014U,5178378,N
2008.0014U,5180156,N
2014.0334ENX,5180499,N
2017-016476CUA,5180647,N
2018-001043CWP,5181025,N
2012.1553E,5181855,N
2017-011783CWP,5182081,N
2017-011783CWP,5182082,N
2017-011783CWP,5182429,N
2018-014050CWP,5182439,N
2018-014050CWP,5182441,N
2017-016476CUA,5183386,N
2017-011783CWP,5184997,N
2017-011783CWP,5185000,N
2017-011783CWP,5185001,N
2018-014050CWP,5185225,N
2018-014050CWP,5185227,N
2018-014050CWP,5185230,N
2018-014050CWP,5185232,N
2018-014050CWP,5185233,N
2014.0241E,5185613,N
2013.0663C,5185921,N
2014.0241E,5186733,N
2018-003800CWP,5187404,N
2018-003800CWP,5187405,N
2017-011783CWP,5187437,N
2017-011783CWP,5187438,N
2017-011783CWP,5187439,N
2013.0655VAR,5187442,N
2017-016313CWP,5187577,N
2017-016313CWP,5187579,N
2017-016313CWP,5187581,N
2018-003800CWP,5187583,N
2018-014050CWP,5187595,N
2018-008862PCA,5187823,N
2018-008862PCA,5188136,N
2018-006713GPR,5188284,N
2013.1179E,5188307,N
2014.0334ENX,5189052,N
2016-006639VAR,5189781,N
2018-003610VAR,5189836,N
2017-016313CWP,5189913,N
2017-016313CWP,5189914,N
2017-016313CWP,5189917,N
2018-003800CWP,5189919,N
2018-003800CWP,5189920,N
2018-003800CWP,5190015,N
2017-011783CWP,5190058,N
2017-011783CWP,5190059,N
2018-014050CWP,5190064,N
2018-014050CWP,5190066,N
2018-014050CWP,5190069,N
20132800CWPCWP,5190072,N
20132800CWPCWP,5190074,N
20132800CWPCWP,5190077,N
2007.0558E,5190118,N
2018-008862PCA,5190470,N
20120878CWP,5190499,N
2006.1523E,5191106,N
2018-001043CWP,5191773,N
2018-008877CUA,5192573,N
2017-011783CWP,5192728,N
2018-003800CWP,5192788,N
2017-016313CWP,5192818,N
2017-016313CWP,5192820,N
2017-011783CWP,5192928,N
2017-011783CWP,5192930,N
2017-011783CWP,5192932,N
2017-011783CWP,5192936,N
2018-003800CWP,5192951,N
2018-014050CWP,5192969,N
2007.0946CWP-02,5192970,N
2007.0946CWP-02,5192972,N
2017-015199CUA,5193701,N
2017-015199CUA,5193950,N
2018-003800CWP,5195239,N
2013.0663C,5195282,N
2017-011783CWP,5195327,N
2017-011783CWP,5195396,N
2018-014050CWP,5195414,N
2018-014050CWP,5195415,N
20132800CWPCWP,5195419,N
2018-007888CWP,5195420,N
2018-003800CWP,5195829,N
2018-014050CWP,5195841,N
2018-014050CWP,5195843,N
2018-014050CWP,5195846,N
2007.0946CWP-02,5195851,N
2007.0946CWP-02,5195853,N
2007.0946CWP-02,5195855,N
2007.0946CWP-02,5195857,N
2017-008881COA,5196094,N
2013.0663C,5196301,N
2013.0663C,5196303,N
2018-008862PCA,5196313,N
2014.0334ENX,5197446,N
2013.0208PCA,5197483,N
2018-003036CWP,5197963,N
2017-011783CWP,5197976,N
2017-011783CWP,5197978,N
2017-015199CUA,5198008,N
2018-014050CWP,5198031,N
2007.0946CWP-02,5198074,N
2007.0946CWP-02,5198075,N
2007.0946CWP-02,5198076,N
2014-002961CUA,5198489,N
2015-004109CUA,5198490,N
2015-004109CUA,5198491,N
2015-004109CUA,5198492,N
2018-014050CWP,5198505,N
2006.1523E,5198700,N
2016-004524CUA,5199857,N
2016-006639VAR,5200182,N
2017-011783CWP,5200623,N
2017-016313CWP,5200635,N
2017-016313CWP,5200639,N
2018-014050CWP,5200641,N
2018-014050CWP,5200642,N
2018-014050CWP,5200643,N
2017-011783CWP,5200644,N
2017-011783CWP,5200645,N
2018-014050CWP,5200654,N
2017-011783CWP,5200845,N
2018-003036CWP,5200866,N
2007.0946CWP-02,5200955,N
2007.0946CWP-02,5200957,N
2018-014050CWP,5200991,N
20132800CWPCWP,5200995,N
2019-001318COA,5201839,N
2005.0759E,5203082,N
2005.0759E,5203105,N
2005.0759E,5203107,N
2005.0759E,5203388,N
2005.0759E,5203762,N
2005.0759E,5204136,N
2005.0759E,5204510,N
2005.0759E,5204884,N
2005.0759E,5205258,N
2005.0759E,5205632,N
2017-016313CWP,5205931,N
2017-016313CWP,5205932,N
2017-016313CWP,5205933,N
2018-014050CWP,5205955,N
2018-014050CWP,5205956,N
2018-003036CWP,5206066,N
2018-003036CWP,5206067,N
2018-003036CWP,5206068,N
2017-011783CWP,5206069,N
2018-003036CWP,5206312,N
2018-003036CWP,5206350,N
2018-014050CWP,5206367,N
2016-010079CUA,5206462,N
2018-007888CWP,5206676,N
2017-016313CWP,5207524,N
2018-014050CWP,5207526,N
2018-003036CWP,5208726,N
2018-003036CWP,5208727,N
2018-003036CWP,5208728,N
2017-011783CWP,5208729,N
2018-001014VAR,5208855,N
2018-003036CWP,5209125,N
2018-014050CWP,5209145,N
2018-014050CWP,5209148,N
2018-008877CUA,5209576,N
2016-003836CUA,5209701,N
2017-016089CUA,5209889,N
2018-001043CWP,5211027,N
2018-007049CUA,5211317,N
2017-011783CWP,5211637,N
2017-011783CWP,5211894,N
2017-016313CWP,5211900,N
2017-016313CWP,5211904,N
2018-003036CWP,5211905,N
2018-014050CWP,5211906,N
2016-012099VAR,5212636,N
2018-014721CUA,5213009,N
2018-012331VAR,5213019,N
2018-009587CUA,5213270,N
2017-016313CWP,5214322,N
2018-003800CWP,5214335,N
2018-014050CWP,5214337,N
2018-014050CWP,5214340,N
2007.0946CWP-02,5214353,N
2007.0946CWP-02,5214364,N
2007.0946CWP-02,5214365,N
2007.0946CWP-02,5214706,N
2018-003036CWP,5214712,N
20144454CWP,5214721,N
2018-014050CWP,5214722,N
20132800CWPCWP,5214745,N
20132800CWPCWP,5214746,N
2018-003036CWP,5214844,N
2018-003036CWP,5214845,N
2018-003800CWP,5214848,N
2015-001016VAR,5215246,N
2018-013954GPR,5216089,N
2017-011783CWP,5216829,N
2013.0655VAR,5216833,N
2017-011783CWP,5216890,N
2016-000162CWP,5217441,N
2018-007888CWP,5217448,N
2017-016313CWP,5217704,N
2017-016313CWP,5217705,N
2018-014050CWP,5217711,N
2018-014050CWP,5217713,N
2007.0946CWP-02,5217731,N
2007.0946CWP-02,5217734,N
2007.0946CWP-02,5217735,N
2011.1370E,5218988,N
2015-015557VAR,5219052,N
2013.1261U,5219238,N
2013.0582U,5219243,N
2013.1258U,5219254,N
2011.0310U,5219256,N
2013.1254U,5219259,N
20132800CWPCWP,5219726,N
2005.0759OFA,5220300,N
2017-011783CWP,5220339,N
2017-011783CWP,5220340,N
2018-014050CWP,5220370,N
2017-016313CWP,5220529,N
2017-016313CWP,5220530,N
2017-016313CWP,5220531,N
2017-016313CWP,5220532,N
2017-011783CWP,5220536,N
2018-003036CWP,5220542,N
2018-014050CWP,5220561,N
2007.0946CWP-02,5220585,N
2007.0946CWP-02,5220593,N
2005.0759OFA,5220671,N
2007.0558E,5221222,N
2005.0690U,5221504,N
2014-001676CUA,5221541,N
20132800CWP,5222647,N
20132800CWP,5222649,N
2015-015557VAR,5222804,N
2007.0946CWP-02,5222921,N
2007.0946CWP-02,5222923,N
2016-000162CWP,5223148,N
2017-011783CWP,5223213,N
2017-011783CWP,5223225,N
2017-011783CWP,5223227,N
2017-011783CWP,5223229,N
2016-010079VAR,5223872,N
2016-010079VAR,5223884,N
2018-017008CUA,5224026,N
2013.1257U,5224369,N
2013.0576U,5224712,N
2013.0575U,5224714,N
2013.1230U,5224719,N
2018-016814CUA,5225381,N
2017-011783CWP,5225750,N
2015-000937CWP,5225751,N
2017-016313CWP,5225912,N
2017-016313CWP,5225913,N
2007.0946CWP-02,5225940,N
2007.0946CWP-02,5225941,N
20120878CWP,5226024,N
2017-005880MLS,5227184,N
2018-001043CWP,5227582,N
2018-003800CWP,5228138,N
2017-011783CWP,5228329,N
2017-011783CWP,5228330,N
2017-011783CWP,5228331,N
2018-001043CWP,5228595,N
2017-011783CWP,5228778,N
2017-011783CWP,5228806,N
2017-016313CWP,5229358,N
2017-016313CWP,5229359,N
2017-016313CWP,5229360,N
2018-003800CWP,5229361,N
20144454CWP,5229364,N
2007.0946CWP-02,5229366,N
2007.0946CWP-02,5229367,N
2007.0946CWP-02,5229368,N
2013.0154E_3,5229661,N
2005.0759OFA,5229893,N
2013.0208DVA,5230398,N
2017-010011CUA,5230487,N
2017-016313CWP,5230762,N
2018-003800CWP,5230763,N
2007.0946CWP-02,5230785,N
2018-003036CWP,5230802,N
2018-003800CWP,5231465,N
2005.0759OFA,5231503,N
2018-003036CWP,5231533,N
2007.0946CWP-02,5231541,N
2018-003036CWP,5231556,N
20132800CWPCWP,5231569,N
2018-008862PCA,5231709,N
2018-008862PCA,5231711,N
2018-013637CWP,5231719,N
2018-013637CWP,5231721,N
2017-016089CUA,5231732,N
2018-013637CWP,5231734,N
2018-013637CWP,5231736,N
2018-013637CWP,5231737,N
2007.0946CWP-02,5231826,N
2007.0946CWP-02,5231827,N
2005.0759OFA,5231841,N
2018-013637CWP,5232614,N
2014.0334ENX,5232617,N
20120878CWP,5232970,N
2018-001043CWP,5233345,N
20144454CWP,5233508,N
2007.0946CWP-02,5233509,N
2007.0946CWP-02,5233510,N
2007.0946CWP-02,5233512,N
2007.0946CWP-02,5233513,N
2010.0515DVA-02,5233634,N
2017-011783CWP,5234191,N
2018-003800CWP,5234268,N
2015-012491CUA,5234271,N
2018-008277CUA,5234317,N
2013.0655VAR,5234318,N
2007.0946CWP-02,5234641,N
2007.0946CWP-02,5234643,N
2013.1179E,5234751,N
20132800CWPCWP,5234853,N
2016-000162CWP,5234854,N
2015-006386CUA,5235551,N
2013.0208DVA,5235794,N
2017-016313CWP,5236503,N
2018-003800CWP,5236505,N
20144454CWP,5236506,N
2018-003800CWP,5237220,N
2007.0946CWP-02,5237457,N
20144454CWP,5237505,N
20144454CWP,5237506,N
2013.0655VAR,5237521,N
2018-003036CWP,5237522,N
2018-003800CWP,5237536,N
2017-016313CWP,5237583,N
2017-016313CWP,5237594,N
2007.0946CWP-02,5237597,N
20120878CWP,5237652,N
2010.0515DVA-02,5237653,N
2018-013637CWP,5237934,N
2018-013637CWP,5237935,N
2018-013637CWP,5237936,N
2018-013637CWP,5237937,N
2018-013637CWP,5237938,N
2018-013637CWP,5237939,N
2018-013637CWP,5237940,N
2018-013637CWP,5237941,N
2018-013637CWP,5237942,N
2018-013637CWP,5237943,N
2018-013637CWP,5237944,N
2018-013637CWP,5237945,N
2018-013637CWP,5237946,N
2018-013637CWP,5237947,N
2018-013637CWP,5237948,N
2018-013637CWP,5237949,N
2018-013637CWP,5237950,N
2018-013637CWP,5237951,N
2018-013637CWP,5237952,N
2018-013637CWP,5237953,N
2018-013637CWP,5237954,N
2018-013637CWP,5237955,N
2018-013637CWP,5237956,N
2018-013637CWP,5237957,N
2018-013637CWP,5237958,N
2018-013637CWP,5237959,N
2018-013637CWP,5237960,N
2018-013637CWP,5237961,N
2018-013637CWP,5237962,N
2018-013637CWP,5237963,N
2018-013637CWP,5237964,N
2014-001400ENX,5238535,N
20120878CWP,5239521,N
20120878CWP,5239522,N
20120878CWP,5239523,N
2013.0208DVA,5239660,N
2018-003800CWP,5239775,N
2018-003800CWP,5239778,N
2017-001961CUA,5239790,N
2017-001961CUA,5239791,N
2017-001961CUA,5239793,N
2013.0655VAR,5239847,N
2017-011783CWP,5239850,N
2018-003800CWP,5239906,N
2017-016313CWP,5239912,N
2007.0946CWP-02,5239917,N
2007.0946CWP-02,5239919,N
2018-013637CWP,5239922,N
2017-000979CUA,5241014,N
2018-011423VAR,5241556,N
2018-013637CWP,5241655,N
2018-003800CWP,5242635,N
2018-003800CWP,5242636,N
2018-003800CWP,5242637,N
2017-016313CWP,5242725,N
2017-016313CWP,5242728,N
2018-003800CWP,5242732,N
2018-003800CWP,5242744,N
2018-003800CWP,5242745,N
20144454CWP,5242793,N
2007.0946CWP-02,5242814,N
2007.0946CWP-02,5242815,N
2007.0946CWP-02,5242816,N
2007.0946CWP-02,5242817,N
2007.0946CWP-02,5242818,N
2005.0759OFA,5242975,N
2005.0759OFA,5242976,N
2014.0241X,5243198,N
2018-007204VAR,5243690,N
2015-006386CUA,5243774,N
2015-015789ENX,5244184,N
2018-013637CWP,5244374,N
2008.0091E,5244646,N
2017-016313CWP,5244949,N
2018-003800CWP,5244950,N
2018-003800CWP,5244951,N
2018-003800CWP,5244952,N
2018-003800CWP,5245325,N
