RecordID,REVIEW_TYPE,closedate
2012.0235E,Categorical Exemption-Certificate,3/8/2012
2012.0238E,Categorical Exemption-Determination of Historic Resource,6/14/2012
2012.0241E,Categorical Exemption-Stamp,3/6/2012
2011.1351E_3,Categorical Exemption-Determination of Historic Resource Impact,5/18/2012
2012.0144E,Categorical Exemption-Determination of Historic Resource,10/22/2012
2012.0240E,Categorical Exemption-Determination of Historic Resource,7/11/2012
2012.0245E,Categorical Exemption-Determination of Historic Resource Impact,3/15/2013
2012.0248E,Categorical Exemption-Determination of Historic Resource,7/20/2012
2012.0330E,Categorical Exemption-Stamp,5/24/2012
2012.0331E,Categorical Exemption-Stamp,3/7/2013
2011.1410E,Categorical Exemption-Certificate,6/4/2012
2012.0269E,Categorical Exemption-Stamp,3/9/2012
2012.0270E,Categorical Exemption-Stamp,3/9/2012
2012.0271E,Categorical Exemption-Stamp,3/9/2012
2012.0264E,Categorical Exemption-Stamp,3/15/2012
2012.0265E,Categorical Exemption-Stamp,3/15/2012
2012.0266E,Categorical Exemption-Determination of Historic Resource,11/21/2012
2012.0267E,Categorical Exemption-Determination of Historic Resource,12/6/2012
2012.0268E,Categorical Exemption-Determination of Historic Resource,8/23/2012
2012.0275E,Categorical Exemption-Determination of Historic Resource,5/25/2012
2011.0692E_3,Categorical Exemption-Determination of Historic Resource Impact,5/18/2012
2012.0347E,Categorical Exemption-Determination of Historic Resource,9/19/2012
2012.0352E,Categorical Exemption-Stamp,3/15/2012
2012.0353E,Categorical Exemption-Determination of Historic Resource,8/8/2012
2012.0354E,Categorical Exemption-Certificate,5/1/2012
2011.1154E,Categorical Exemption-Stamp,3/20/2012
2012.0361E,Categorical Exemption-Determination of Historic Resource Impact,7/31/2012
2012.0370E,Initial Study-Negative Declaration,8/30/2012
2012.0374E,Categorical Exemption-Stamp,3/26/2012
2007.0030E_5,Environmental Impact Report,12/8/2007
2012.0375E,Categorical Exemption-Stamp,3/26/2012
2012.0376E,Categorical Exemption-Determination of Historic Resource,9/19/2012
2012.0377E,Categorical Exemption-Stamp,3/29/2012
2012.0378E,Categorical Exemption-Stamp,5/14/2012
2012.0550E,Categorical Exemption-Stamp,3/26/2012
2012.0379E,Categorical Exemption-Determination of Historic Resource,8/9/2012
2012.0392E,Categorical Exemption-Stamp,3/27/2012
2012.0396E,Categorical Exemption-Determination of Historic Resource,9/19/2012
2012.0446E,Categorical Exemption-Stamp,3/27/2012
2008.1075E_5,Negative Declaration Addendum,6/4/2010
2012.0083E,Community Plan-Determination,1/24/2013
2012.0445E,Categorical Exemption-Stamp,3/29/2012
2012.0552E,Categorical Exemption-Stamp,3/28/2012
2012.0413E,Categorical Exemption-Stamp,3/29/2012
2011.1279E_3,Community Plan-Exemption/Exclusion,7/16/2012
2012.0032E,Community Plan-Determination,7/19/2012
2012.0553E,Categorical Exemption-Stamp,3/30/2012
2012.0448E,Categorical Exemption-Stamp,4/2/2012
2012.0449E,Categorical Exemption-Stamp,4/2/2012
2012.0479E,Categorical Exemption-Stamp,4/3/2012
2011.1300E,Community Plan-Determination,7/30/2020
2012.0458E,Categorical Exemption-Determination of Historic Resource,7/25/2012
2012.0477E,Categorical Exemption-Stamp,4/5/2012
2012.0462E,Categorical Exemption-Determination of Historic Resource,9/21/2012
2012.0473E,Categorical Exemption-Determination of Historic Resource Impact,8/1/2012
2012.0474E,Categorical Exemption-Stamp,4/6/2012
2012.0476E,Categorical Exemption-Stamp,5/31/2012
2012.0435E,Categorical Exemption-Determination of Historic Resource,8/31/2012
2012.0021E_3,Categorical Exemption-Determination of Historic Resource Impact,6/4/2012
2012.0483E,Categorical Exemption-Stamp,4/12/2012
2011.1086E_5,Community Plan-Determination,9/27/2012
2012.0513E,Categorical Exemption-Stamp,4/11/2012
2012.0045E,Negative Declaration Addendum,10/12/2012
2012.0502E,Categorical Exemption-Class 32,8/14/2012
2012.0514E,Categorical Exemption-Stamp,4/17/2012
2012.0683E,Categorical Exemption-Stamp,4/25/2012
2011.0391E_3,Categorical Exemption-Determination of Historic Resource Impact,5/31/2012
2012.0508E,Categorical Exemption-Stamp,4/17/2012
2012.0110E,Community Plan-Determination,5/2/2012
2012.0110E_3,Community Plan-Initial Study/Environmental Evaluation,8/15/2013
2012.0515E,Categorical Exemption-Stamp,6/13/2012
2012.0517E,Categorical Exemption-Stamp,9/19/2012
2012.0519E,Categorical Exemption-Stamp,10/3/2012
2012.0520E,Categorical Exemption-Certificate,5/17/2012
2012.0521E,Categorical Exemption-Determination of Historic Resource,9/21/2012
2012.0526E,Categorical Exemption-Determination of Historic Resource,8/8/2012
2010.0726E,Community Plan-Determination,2/6/2013
2011.0924E,Categorical Exemption-Class 32,6/24/2013
2012.0588E,Categorical Exemption-Stamp,4/20/2012
2012.0591E,Categorical Exemption-Stamp,4/24/2012
2012.0544E,Categorical Exemption-Certificate,5/2/2012
2011.1422E,Categorical Exemption-Determination of Historic Resource,2/28/2013
2012.0557E,Categorical Exemption-Stamp,5/11/2012
2012.0558E,Categorical Exemption-Determination of Historic Resource,7/23/2013
2012.0109E,Categorical Exemption-Determination of Historic Resource,8/30/2012
2012.0559E,Categorical Exemption-Certificate,12/20/2012
2012.0560E,Categorical Exemption-Determination of Historic Resource,1/29/2013
2012.0568E,Categorical Exemption-Determination of Historic Resource,8/8/2012
2012.0573E,Categorical Exemption-Certificate,5/18/2012
2012.0574E,Categorical Exemption-Certificate,6/4/2012
2012.0578E,Categorical Exemption-Certificate,5/1/2012
2012.0632E,Categorical Exemption-Stamp,5/3/2012
2012.0409E,Categorical Exemption-Stamp,5/30/2012
2012.0482E,Categorical Exemption-Determination of Historic Resource,11/20/2012
2012.0587E,Categorical Exemption-Stamp,5/2/2012
2012.0590E,Categorical Exemption-Determination of Historic Resource,10/22/2012
2011.1279E_5,Community Plan-Initial Study/Environmental Evaluation,6/20/2012
2012.0598E,Categorical Exemption-Stamp,5/3/2012
2012.0599E,Categorical Exemption-Stamp,5/10/2012
2012.0601E,Categorical Exemption-Determination of Historic Resource,9/19/2012
2012.0607E,Categorical Exemption-Stamp,5/9/2012
2012.0625E,Categorical Exemption-Stamp,5/10/2012
2012.0041E_3,Community Plan-Exemption/Exclusion,5/10/2012
2012.0621E,Categorical Exemption-Stamp,5/11/2012
2012.0612E,Categorical Exemption-Stamp,5/14/2012
2012.0660E,Categorical Exemption-Stamp,5/20/2012
2012.0635E,Categorical Exemption-Determination of Historic Resource,1/15/2013
2012.0647E,Categorical Exemption-Stamp,5/15/2012
2012.0674E,Categorical Exemption-Stamp,5/22/2012
2012.0675E,Categorical Exemption-Stamp,5/22/2012
2012.0676E,Categorical Exemption-Stamp,5/22/2012
2012.0677E,Categorical Exemption-Stamp,5/22/2012
2012.0349E,Categorical Exemption-Determination of Historic Resource,9/19/2012
2012.0652E,Categorical Exemption-Determination of Historic Resource,9/25/2012
2012.0653E,Categorical Exemption-Stamp,6/13/2012
2012.0654E,Categorical Exemption-Determination of Historic Resource,12/10/2012
2012.0628E,Categorical Exemption-Certificate,5/15/2013
2012.0658E,Categorical Exemption-Stamp,5/21/2012
2012.0659E,Categorical Exemption-Certificate,2/13/2013
2012.0664E,Categorical Exemption-Stamp,5/23/2012
2011.0931E_3,Community Plan-Exemption/Exclusion,7/20/2012
2012.0667E,Categorical Exemption-Stamp,5/23/2012
2012.0693E,Categorical Exemption-Stamp,5/25/2012
2011.0744E_3,Community Plan-Exemption/Exclusion,6/14/2012
2012.0680E,Categorical Exemption-Determination of Historic Resource,6/14/2012
2011.0817E,Categorical Exemption-Stamp,5/29/2012
2012.0682E,Categorical Exemption-Determination of Historic Resource,9/25/2012
2012.0684E,Categorical Exemption-Stamp,5/30/2012
2012.0689E,Categorical Exemption-Stamp,5/29/2012
2012.0708E,Categorical Exemption-Stamp,6/1/2012
2009.1153E_3,Negative Declaration Addendum,6/12/2012
2012.0713E,Categorical Exemption-Stamp,10/3/2012
2012.0714E,Categorical Exemption-Determination of Historic Resource,11/20/2012
2012.0788E,Categorical Exemption-Stamp,6/7/2012
2012.0727E,Categorical Exemption-Stamp,7/26/2013
2012.0731E,Categorical Exemption-Determination of Historic Resource,8/15/2012
2012.0733E,Categorical Exemption-Stamp,8/23/2012
2012.0734E,Categorical Exemption-Stamp,6/11/2012
2012.0735E,Categorical Exemption-Determination of Historic Resource,11/20/2012
2011.1135E,Categorical Exemption-Determination of Historic Resource,9/26/2012
2012.0745E,Categorical Exemption-Determination of Historic Resource,9/24/2012
2012.0746E,Categorical Exemption-Stamp,6/14/2012
2012.0753E,Categorical Exemption-Stamp,6/14/2012
2012.0791E,Categorical Exemption-Stamp,6/21/2012
2013.0042E,Categorical Exemption-Stamp,1/4/2013
2011.0586E,Community Plan-Determination,10/28/2015
2012.0891E,Categorical Exemption-Stamp,6/22/2012
2012.0796E,Categorical Exemption-Certificate,10/1/2012
2012.0805E,Categorical Exemption-Stamp,6/26/2012
2012.0807E,Categorical Exemption-Stamp,6/26/2012
2012.0808E,Categorical Exemption-Determination of Historic Resource,2/25/2013
2012.0812E,Categorical Exemption-Determination of Historic Resource,10/1/2012
2012.0817E,Categorical Exemption-Determination of Historic Resource,9/25/2012
2012.0032E_3,Community Plan-Exemption/Exclusion,7/19/2012
2012.0818E,Categorical Exemption-Determination of Historic Resource,4/30/2013
2012.0826E,Categorical Exemption-Stamp,7/10/2012
2012.0894E,Categorical Exemption-Stamp,7/9/2012
2012.0672E,Categorical Exemption-Stamp,7/3/2013
2012.0839E,Categorical Exemption-Stamp,7/11/2012
2012.0841E,Categorical Exemption-Determination of Historic Resource,8/8/2012
2012.0842E,Categorical Exemption-Stamp,8/10/2012
2012.0898E,Categorical Exemption-Stamp,7/5/2012
2012.0848E,Categorical Exemption-Determination of Historic Resource,9/13/2012
2012.0850E,Categorical Exemption-Determination of Historic Resource,3/19/2013
2012.0924E,Categorical Exemption-Stamp,7/16/2012
2012.0869E,Categorical Exemption-Stamp,7/9/2012
2012.0899E,Categorical Exemption-Stamp,7/12/2012
2012.0976E,Categorical Exemption-Stamp,7/9/2012
2012.0866E,Categorical Exemption-Stamp,7/16/2012
2012.0867E,Categorical Exemption-Stamp,7/23/2012
2012.0868E,Categorical Exemption-Stamp,7/18/2012
2012.0878E,Categorical Exemption-Stamp,7/12/2012
2012.0879E,Categorical Exemption-Stamp,7/12/2012
2012.0880E,Categorical Exemption-Stamp,7/17/2012
2012.0901E,Categorical Exemption-Stamp,7/13/2012
2009.0035E,Categorical Exemption-Determination of Historic Resource,9/19/2012
2011.0053E,Categorical Exemption-Determination of Historic Resource,1/18/2013
2012.0882E,Categorical Exemption-Determination of Historic Resource Impact,4/8/2013
2012.0885E,Categorical Exemption-Determination of Historic Resource,3/19/2013
2012.0887E,Categorical Exemption-Determination of Historic Resource,2/1/2013
2012.0888E,Categorical Exemption-Stamp,9/13/2012
2012.0977E,Categorical Exemption-Stamp,7/12/2012
2012.0872E,Categorical Exemption-Determination of Historic Resource,8/15/2012
2012.1000E,Categorical Exemption-Stamp,7/13/2012
2012.0907E,Categorical Exemption-Determination of Historic Resource,1/18/2013
2012.0918E,Categorical Exemption-Stamp,8/6/2012
2012.0855E,Categorical Exemption-Determination of Historic Resource,11/6/2012
2012.0919E,Categorical Exemption-Stamp,7/25/2012
2012.0920E,Categorical Exemption-Stamp,7/20/2012
2012.0921E,Categorical Exemption-Certificate,9/13/2012
2012.0925E,Categorical Exemption-Determination of Historic Resource,8/6/2012
2012.0995E,Categorical Exemption-Stamp,7/19/2012
2012.0936E,Categorical Exemption-Stamp,7/20/2012
2012.0934E,Categorical Exemption-Stamp,7/27/2012
2012.0935E,Categorical Exemption-Stamp,7/13/2013
2012.0937E,Categorical Exemption-Certificate,8/30/2012
2012.1015E,Categorical Exemption-Stamp,7/23/2012
2012.1116E,Categorical Exemption-Stamp,7/25/2012
2012.0938E,Categorical Exemption-Certificate,8/30/2012
2012.0939E,Categorical Exemption-Certificate,8/30/2012
2012.0940E,Categorical Exemption-Certificate,8/30/2012
2012.0941E,Categorical Exemption-Certificate,8/30/2012
2012.0634E,Categorical Exemption-Determination of Historic Resource,3/18/2013
2012.0946E,Categorical Exemption-Stamp,8/1/2012
2012.0956E,Categorical Exemption-Stamp,8/1/2012
2012.0957E,Categorical Exemption-Stamp,8/1/2012
2012.0958E,Categorical Exemption-Stamp,8/1/2012
2012.0959E,Categorical Exemption-Stamp,7/27/2012
2012.1013E,Categorical Exemption-Stamp,7/31/2012
2012.0960E,Categorical Exemption-Determination of Historic Resource,2/1/2013
2012.0966E,Categorical Exemption-Stamp,7/31/2012
2012.0981E,Categorical Exemption-Determination of Historic Resource,8/8/2012
2012.0996E,Categorical Exemption-Stamp,8/1/2012
2012.0998E,Categorical Exemption-Stamp,8/1/2012
2012.1006E,Categorical Exemption-Determination of Historic Resource,12/21/2012
2012.1146E,Categorical Exemption-Stamp,9/6/2012
2012.0325E,Community Plan-Exemption/Exclusion,11/5/2012
2012.0852E,Categorical Exemption-Stamp,9/10/2012
2012.1005E,Categorical Exemption-Determination of Historic Resource,11/9/2012
2012.1007E,Categorical Exemption-Stamp,8/21/2012
2012.1054E,Categorical Exemption-Stamp,8/7/2012
2012.1107E,Categorical Exemption-Stamp,8/10/2012
2012.1154E,Categorical Exemption-Stamp,8/9/2012
2012.1114E,Categorical Exemption-Stamp,8/10/2012
2012.1147E,Categorical Exemption-Stamp,8/10/2012
2012.0678E,Initial Study-Negative Declaration,3/25/2015
2012.1055E,Categorical Exemption-Stamp,8/16/2012
2012.1068E,Categorical Exemption-Stamp,8/16/2012
2012.1077E,Environmental Impact Report,2/16/2016
2010.1019E_3,Categorical Exemption-Stamp,8/23/2012
2012.0520E_3,Categorical Exemption-Certificate,9/5/2012
2012.1003E,Categorical Exemption-Determination of Historic Resource,2/4/2013
2012.1084E,Categorical Exemption-Stamp,8/23/2012
2012.1090E,Categorical Exemption-Stamp,8/31/2012
2012.1091E,Categorical Exemption-Determination of Historic Resource,12/10/2012
2012.1092E,Categorical Exemption-Stamp,8/23/2012
2012.1148E,Categorical Exemption-Stamp,8/21/2012
2012.0923E,Categorical Exemption-Stamp,6/11/2013
2012.1096E,Categorical Exemption-Stamp,9/5/2012
2012.1098E,Categorical Exemption-Stamp,8/23/2012
2012.1100E,Categorical Exemption-Stamp,11/15/2012
2012.1101E,Categorical Exemption-Determination of Historic Resource,1/18/2013
2012.1104E,Categorical Exemption-Stamp,8/23/2012
2012.1109E,Categorical Exemption-Certificate,8/30/2012
2012.1110E,Categorical Exemption-Certificate,9/25/2012
2012.0799E,Community Plan-Determination,8/22/2013
2012.1121E,Categorical Exemption-Certificate,8/30/2012
2012.1089E,Categorical Exemption-Determination of Historic Resource,12/21/2012
2012.1127E,Categorical Exemption-Certificate,5/30/2013
2012.1129E,Categorical Exemption-Determination of Historic Resource Impact,12/21/2012
2012.1130E,Categorical Exemption-Determination of Historic Resource,11/14/2012
2012.1131E,Categorical Exemption-Determination of Historic Resource,11/14/2012
2012.1140E,Categorical Exemption-Certificate,10/11/2012
2012.1141E,Categorical Exemption-Certificate,10/18/2012
2012.1072E,Categorical Exemption-Determination of Historic Resource Impact,11/30/2012
2012.0266E_3,Categorical Exemption-Determination of Historic Resource Impact,11/21/2012
2012.0745E_3,Categorical Exemption-Determination of Historic Resource Impact,9/24/2012
2012.1155E,Categorical Exemption-Determination of Historic Resource,11/13/2012
2012.1157E,Categorical Exemption-Stamp,9/10/2012
2012.1161E,Review-Exemption Prepared by Another Agency,9/10/2012
2012.1162E,Categorical Exemption-Stamp,9/10/2012
2012.1164E,Categorical Exemption-Stamp,10/16/2012
2012.1304E,Categorical Exemption-Stamp,9/18/2012
2012.1174E,Categorical Exemption-Stamp,10/3/2012
2012.0605E,Categorical Exemption-Class 32,11/21/2013
2012.1302E,Categorical Exemption-Stamp,4/4/2013
2012.1185E,Categorical Exemption-Certificate,10/23/2012
2012.1228E,Categorical Exemption-Stamp,9/15/2012
2012.1305E,Categorical Exemption-Stamp,9/20/2012
2012.1123E,Categorical Exemption-Determination of Historic Resource,12/12/2012
2012.1303E,Categorical Exemption-Stamp,9/20/2012
2012.1198E,Community Plan-Determination,1/24/2013
2012.1199E,Categorical Exemption-Stamp,9/19/2012
2012.1200E,Categorical Exemption-Certificate,11/29/2012
2012.0590E_3,Categorical Exemption-Determination of Historic Resource Impact,10/22/2012
2012.0596E,Categorical Exemption-Determination of Historic Resource,1/31/2013
2012.1123E_3,Categorical Exemption-Determination of Historic Resource Impact,12/12/2012
2012.1202E,Categorical Exemption-Stamp,9/21/2012
2012.1204E,Categorical Exemption-Stamp,11/1/2012
2012.1205E,Categorical Exemption-Stamp,10/16/2012
2012.1206E,Categorical Exemption-Stamp,9/24/2012
2012.1207E,Categorical Exemption-Determination of Historic Resource,10/3/2012
2012.1208E,Categorical Exemption-Determination of Historic Resource,2/13/2013
2012.1209E,Categorical Exemption-Determination of Historic Resource,10/3/2012
2012.1210E,Categorical Exemption-Determination of Historic Resource,11/14/2012
2012.1211E,Categorical Exemption-Determination of Historic Resource,4/19/2013
2012.1213E,Categorical Exemption-Determination of Historic Resource,10/3/2012
2012.1214E,Categorical Exemption-Determination of Historic Resource,4/11/2013
2012.1215E,Categorical Exemption-Determination of Historic Resource,4/27/2014
2012.1216E,Categorical Exemption-Stamp,9/24/2012
2012.1219E,Categorical Exemption-Stamp,9/27/2012
2012.1300E,Categorical Exemption-Stamp,9/24/2012
2012.1221E,Categorical Exemption-Determination of Historic Resource Impact,11/14/2012
2012.1279E,Categorical Exemption-Determination of Historic Resource,8/28/2013
2012.1297E,Categorical Exemption-Stamp,10/11/2012
2012.1169E,Categorical Exemption-Determination of Historic Resource Impact,3/21/2013
2012.1283E,Categorical Exemption-Stamp,11/14/2012
2012.1286E,Categorical Exemption-Stamp,10/4/2012
2012.1287E,Categorical Exemption-Determination of Historic Resource,8/28/2013
2012.1299E,Categorical Exemption-Stamp,10/11/2012
2012.1347E,Categorical Exemption-Stamp,10/5/2012
2012.1298E,Categorical Exemption-Stamp,10/11/2012
2012.1295E,Categorical Exemption-Stamp,10/11/2012
2012.1345E,Categorical Exemption-Stamp,10/11/2012
2012.0759E,Categorical Exemption-Determination of Historic Resource,11/9/2012
2012.1027E,Categorical Exemption-Determination of Historic Resource,2/19/2013
2012.1310E,Categorical Exemption-Stamp,10/15/2012
2012.1383E,Categorical Exemption-Stamp,10/18/2012
2012.0232E_3,Categorical Exemption-Stamp,11/15/2012
2012.1372E,Categorical Exemption-Stamp,10/18/2012
2012.0906E,Community Plan-Determination,7/31/2013
2011.0471E_3,Environmental Impact Report,10/31/2013
2012.1332E,Categorical Exemption-Stamp,12/17/2012
2012.1334E,Categorical Exemption-Stamp,11/8/2012
2012.1335E,Categorical Exemption-Determination of Historic Resource,11/9/2012
2012.1336E,Categorical Exemption-Determination of Historic Resource,11/9/2012
2012.1337E,Categorical Exemption-Determination of Historic Resource,1/25/2013
2012.1339E,Review-Exemption Prepared by Another Agency,11/13/2012
2012.1340E,Review-Exemption Prepared by Another Agency,11/13/2012
2012.1342E,Categorical Exemption-Determination of Historic Resource,11/18/2013
2012.1343E,Categorical Exemption-Determination of Historic Resource,11/18/2013
2012.1346E,Categorical Exemption-Stamp,10/23/2012
2012.1355E,Categorical Exemption-Determination of Historic Resource Impact,4/11/2013
2012.1363E,Categorical Exemption-Determination of Historic Resource,7/9/2013
2012.1463E,Categorical Exemption-Stamp,11/9/2012
2012.1465E,Categorical Exemption-Stamp,4/5/2013
2012.1371E,Categorical Exemption-Stamp,11/26/2012
2012.1374E,Categorical Exemption-Stamp,11/1/2012
2012.1380E,Categorical Exemption-Stamp,11/2/2012
2012.1388E,Categorical Exemption-Determination of Historic Resource,12/10/2012
2012.0747E,Categorical Exemption-Stamp,1/14/2013
2012.1396E,Categorical Exemption-Determination of Historic Resource Impact,5/13/2013
2012.1397E,Categorical Exemption-Determination of Historic Resource,4/11/2013
2012.1464E,Categorical Exemption-Stamp,11/9/2012
2012.1467E,Categorical Exemption-Stamp,11/26/2012
2012.1466E,Categorical Exemption-Stamp,11/26/2012
2013.0138E,Categorical Exemption-Stamp,1/31/2013
2012.1423E,Categorical Exemption-Determination of Historic Resource,3/14/2013
2012.1425E,Categorical Exemption-Stamp,3/4/2013
2012.1427E,Initial Study-Negative Declaration,9/18/2013
2012.1429E,Categorical Exemption-Certificate,2/13/2013
2012.1430E,Categorical Exemption-Determination of Historic Resource,5/20/2013
2012.0718E_3,Initial Study-Negative Declaration,12/5/2012
2012.1431E,Categorical Exemption-Stamp,12/6/2012
2012.1441E,Review-Exemption Prepared by Another Agency,11/22/2012
2012.1312E,Categorical Exemption-Stamp,11/25/2012
2012.0969E,Categorical Exemption-Stamp,12/5/2012
2012.1356E,Categorical Exemption-Determination of Historic Resource,6/11/2013
2012.1448E,Categorical Exemption-Determination of Historic Resource,5/20/2013
2012.1449E,Categorical Exemption-Stamp,11/27/2012
2012.1451E,Categorical Exemption-Determination of Historic Resource,2/27/2013
2012.1459E,Categorical Exemption-Certificate,2/12/2013
2009.0425E_3,Categorical Exemption-Stamp,11/29/2012
2012.1460E,Categorical Exemption-Determination of Historic Resource,5/22/2013
2012.1504E,Categorical Exemption-Stamp,12/6/2012
2012.0503E,Categorical Exemption-Determination of Historic Resource,12/18/2012
2012.1471E,Categorical Exemption-Stamp,12/6/2012
2012.1472E,Categorical Exemption-Determination of Historic Resource,1/16/2013
2012.1474E,Categorical Exemption-Determination of Historic Resource,1/28/2013
2012.1476E,Categorical Exemption-Determination of Historic Resource,3/12/2013
2012.1525E,Categorical Exemption-Stamp,12/5/2012
2012.1508E,Categorical Exemption-Stamp,12/19/2012
2012.1522E,Categorical Exemption-Determination of Historic Resource,1/10/2013
2012.1523E,Categorical Exemption-Class 32,12/4/2013
2012.1172E,Categorical Exemption-Class 32,5/30/2013
2012.1443E,Categorical Exemption-Determination of Historic Resource Impact,6/2/2014
2012.1526E,Categorical Exemption-Certificate,8/14/2013
2012.1549E,Categorical Exemption-Stamp,12/17/2012
2011.1404E,Categorical Exemption-Determination of Historic Resource Impact,2/22/2013
2012.1534E,Categorical Exemption-Stamp,4/4/2013
2012.1536E,Categorical Exemption-Determination of Historic Resource Impact,2/12/2013
2012.1537E,Categorical Exemption-Determination of Historic Resource,1/16/2013
2012.1541E,Categorical Exemption-Certificate,6/11/2013
2012.1543E,Categorical Exemption-Stamp,12/17/2012
2012.1544E,Categorical Exemption-Stamp,12/17/2012
2012.1545E,Categorical Exemption-Stamp,12/17/2012
2012.1546E,Categorical Exemption-Stamp,12/17/2012
2012.1547E,Categorical Exemption-Determination of Historic Resource,6/5/2013
2013.0040E,Categorical Exemption-Stamp,12/17/2012
2013.0188E,Categorical Exemption-Stamp,2/22/2013
1996.281E_11,EIR Addendum,1/31/2013
2012.1550E,Categorical Exemption-Stamp,3/29/2013
2012.1562E,Categorical Exemption-Stamp,1/14/2013
2012.1563E,Categorical Exemption-Stamp,1/17/2013
2012.1564E,Categorical Exemption-Stamp,1/9/2013
2012.1499E,Categorical Exemption-Determination of Historic Resource,1/29/2013
2012.1538E,Categorical Exemption-Stamp,12/27/2012
2012.1568E,Categorical Exemption-Determination of Historic Resource,6/18/2013
2013.0041E,Categorical Exemption-Stamp,12/27/2012
2013.0020E,Categorical Exemption-Stamp,2/6/2013
2013.0006E,Categorical Exemption-Stamp,1/3/2013
2012.0083E_3,Community Plan-Exemption/Exclusion,1/24/2013
2013.0016E,Categorical Exemption-Stamp,1/7/2013
2013.0018E,Categorical Exemption-Certificate,1/10/2013
2013.0022E,Categorical Exemption-Stamp,1/8/2013
2013.0027E,Categorical Exemption-Determination of Historic Resource,4/2/2013
2013.0028E,Categorical Exemption-Determination of Historic Resource Impact,7/23/2013
2013.0033E,Categorical Exemption-Determination of Historic Resource,5/7/2013
2013.0038E,Categorical Exemption-Determination of Historic Resource,6/20/2014
2013.0048E,Categorical Exemption-Class 32,2/13/2013
2013.0429E,Categorical Exemption-Stamp,1/11/2013
2013.0430E,Categorical Exemption-Stamp,1/11/2013
2013.0137E,Categorical Exemption-Stamp,1/24/2013
2012.0909E,Categorical Exemption-Class 32,4/29/2014
2013.0067E,Categorical Exemption-Determination of Historic Resource,5/14/2013
2012.1480E,Categorical Exemption-Determination of Historic Resource,6/18/2013
2013.0131E,Categorical Exemption-Stamp,1/24/2013
2013.0132E,Categorical Exemption-Stamp,1/23/2013
2012.0147E_3,Community Plan-Initial Study/Environmental Evaluation,5/1/2013
2013.0075E,Categorical Exemption-Determination of Historic Resource,4/1/2013
2013.0083E,Community Plan-Determination,6/7/2013
2013.0133E,Categorical Exemption-Stamp,1/22/2013
2013.0134E,Categorical Exemption-Stamp,1/22/2013
2012.1262E,Categorical Exemption-Class 32,9/5/2013
2013.0202E,Categorical Exemption-Stamp,2/19/2013
2013.0087E,Categorical Exemption-Stamp,1/31/2013
2013.0091E,Categorical Exemption-Determination of Historic Resource,6/18/2013
2013.0093E,Categorical Exemption-Stamp,2/26/2013
2013.0094E,Categorical Exemption-Determination of Historic Resource,5/14/2013
2013.0082E,Categorical Exemption-Stamp,4/10/2013
2013.0101E,Categorical Exemption-Stamp,1/25/2013
2013.0307E,Categorical Exemption-Stamp,2/28/2013
2013.0250E,Categorical Exemption-Certificate,4/11/2013
2012.0071E,Categorical Exemption-Certificate,3/29/2013
2013.0108E,Categorical Exemption-Stamp,1/31/2013
2013.0110E,Categorical Exemption-Stamp,4/19/2013
2013.0396E,Review-Exemption Prepared by Another Agency,2/26/2013
2013.0635E,Categorical Exemption-Stamp,2/25/2013
2013.0144E,Categorical Exemption-Certificate,4/1/2013
2013.0149E,Categorical Exemption-Stamp,2/8/2013
2012.0245E_3,Categorical Exemption-Determination of Historic Resource Impact,3/19/2013
2012.0506E,Note to File,5/20/2015
2013.0150E,Categorical Exemption-Determination of Historic Resource Impact,4/11/2013
2013.0151E,Categorical Exemption-Stamp,2/26/2013
2013.0162E,Categorical Exemption-Stamp,2/12/2013
2013.0161E,Categorical Exemption-Stamp,2/13/2013
2012.0850E_3,Categorical Exemption-Determination of Historic Resource Impact,3/19/2013
2013.0166E,Categorical Exemption-Determination of Historic Resource,4/1/2013
2013.0170E,Categorical Exemption-Determination of Historic Resource,8/14/2013
2013.0173E,Categorical Exemption-Determination of Historic Resource,6/28/2013
2013.0201E,Categorical Exemption-Stamp,2/19/2013
2013.0306E,Categorical Exemption-Stamp,2/28/2013
2013.0179E,Categorical Exemption-Determination of Historic Resource,5/20/2013
2013.0182E,Categorical Exemption-Certificate,2/21/2013
2013.0183E,Categorical Exemption-Certificate,2/21/2013
2013.0228E,Categorical Exemption-Stamp,2/21/2013
2013.0231E,Categorical Exemption-Stamp,2/21/2013
2013.0287E,Categorical Exemption-Stamp,2/21/2013
2013.0288E,Categorical Exemption-Stamp,2/21/2013
2013.0545E,Review-Exemption Prepared by Another Agency,2/21/2013
2013.0184E,Categorical Exemption-Stamp,3/21/2013
2013.0186E,Categorical Exemption-Determination of Historic Resource,4/1/2013
2013.0193E,Categorical Exemption-Determination of Historic Resource Impact,2/28/2013
2013.0194E,Categorical Exemption-Certificate,3/21/2013
2013.0533E,Review-Exemption Prepared by Another Agency,2/22/2013
2012.1128E,Categorical Exemption-Certificate,7/23/2013
2013.0217E,Categorical Exemption-Stamp,3/12/2013
2013.0299E,Categorical Exemption-Stamp,2/28/2013
2013.0154E,Initial Study-Negative Declaration,12/19/2019
2013.0297E,Categorical Exemption-Stamp,3/1/2013
2013.0235E,Categorical Exemption-Stamp,3/5/2013
2013.0246E,Categorical Exemption-Certificate,5/20/2013
2013.0275E,Categorical Exemption-Certificate,8/9/2013
2013.0285E,Categorical Exemption-Stamp,3/8/2013
