REC_NUM,EXPIRATION_DATE,EXPIRATION_STATUS,B1_PER_CATEGORY,APPLICATION_NAME,OPENED_DATE,RECORD_STATUS
2020-001514STR,1/31/2020,Pending,STR,2343 Bryant St,1/15/2020,Accepted
2020-001515STR,1/31/2020,Pending,STR,"4300 17th Street, Apt. A",12/28/2019,Accepted
2020-001517STR,1/31/2020,Pending,STR,311 4th Ave,1/15/2020,Accepted
2020-005063STR,1/31/2020,Pending,STR,220 Prague Street,2/20/2019,Accepted
2020-005027STR,1/31/2020,Pending,STR,58 Ceres Street,1/15/2018,Under Review
2020-005028STR,1/31/2020,Pending,STR,263 Sanchez St,1/30/2018,Under Review
2020-005029STR,1/31/2020,Pending,STR,2547 32nd Avenue,2/2/2018,Under Review
2020-005030STR,1/31/2020,Pending,STR,22 7th Avenue,2/9/2018,Accepted
2020-005031STR,1/31/2020,Pending,STR,163 32rd Avenue,3/16/2018,Under Review
2020-005033STR,1/31/2020,Pending,STR,3415 Lincoln Way,6/29/2018,Under Review
2020-005034STR,1/31/2020,Pending,STR,2278 22nd Avenue,6/29/2018,Under Review
2020-005035STR,1/31/2020,Pending,STR,1963 Hayes Street,7/15/2018,Accepted
2020-005037STR,1/31/2020,Pending,STR,159 Cervantes Boulevard,7/17/2018,Accepted
2020-005047STR,1/31/2020,Pending,STR,4231 26th Street Unit A,9/19/2018,Under Review
2020-005049STR,1/31/2020,Pending,STR,762 Fell Street Unit B,9/25/2018,Under Review
2020-005050STR,1/31/2020,Pending,STR,54 Winfield Street,10/11/2018,Accepted
2020-005051STR,1/31/2020,Pending,STR,"400 Spear Street, #302",10/16/2018,Under Review
2020-005054STR,1/31/2020,Pending,STR,46 Sumner Street,11/2/2018,Accepted
2020-005058STR,1/31/2020,Pending,STR,2162 Pine Street Unit 103,12/6/2018,Accepted
2020-005061STR,1/31/2020,Pending,STR,2932 Baker Street,1/17/2019,Accepted
2020-005064STR,1/31/2020,Pending,STR,335 Joost Avenue,3/16/2019,Accepted
2020-005065STR,1/31/2020,Pending,STR,1912 Clement Street,3/28/2019,Accepted
2020-005067STR,1/31/2020,Pending,STR,"625 8th Street, #529",4/21/2019,Accepted
2020-005069STR,1/31/2020,Pending,STR,414 Linden Street,6/5/2019,Accepted
2020-005076STR,1/31/2020,Pending,STR,369 Madison Street,8/14/2019,Accepted
2020-005082STR,1/31/2020,Pending,STR,1635 10th Ave Unit 4,10/28/2019,Accepted
2020-005086STR,1/31/2020,Pending,STR,306A Lily St,5/4/2020,Accepted
2020-005068STR,1/31/2020,Pending,STR,935 Hayes Street,5/11/2019,Accepted
2020-005071STR,1/31/2020,Pending,STR,1416 48th Avenue,6/13/2019,Accepted
2020-005072STR,1/31/2020,Pending,STR,727 27th Street,6/18/2019,Accepted
2020-005073STR,1/31/2020,Pending,STR,469 Church,6/20/2019,Accepted
2020-005074STR,1/31/2020,Pending,STR,68 HARRIET STREET UNIT 10,7/8/2019,Accepted
2020-005075STR,1/31/2020,Pending,STR,3031 20th Street,7/24/2019,Accepted
2020-000962STR,1/31/2020,Pending,STR,155 Precita Avenue,1/22/2020,Under Review
2020-002219STR,1/31/2020,Pending,STR,2836 Folsom Street,1/14/2020,Under Review
2020-002220STR,1/31/2020,Pending,STR,242 Lakeview Avenue,1/8/2020,Under Review
2020-002221STR,1/31/2020,Pending,STR,1545 Broadway #301,1/3/2020,Under Review
2020-002226STR,1/31/2020,Pending,STR,348 5th Avenue,1/9/2020,Under Review
2020-002227STR,1/31/2020,Pending,STR,556 Ramsell Street,1/6/2020,Under Review
2020-002231STR,1/31/2020,Pending,STR,1348 Hampshire Street,12/26/2019,Under Review
2020-002232STR,1/31/2020,Pending,STR,418 Head Street,1/15/2020,Under Review
2020-002233STR,1/31/2020,Pending,STR,3456 Scott Street,1/16/2020,Under Review
2020-002234STR,1/31/2020,Pending,STR,1395 22nd Street Unit 835,1/22/2020,Under Review
2020-002235STR,1/31/2020,Pending,STR,2631 Ulloa Street,2/8/2020,Under Review
2020-002237STR,1/31/2020,Pending,STR,2210 45th Avenue,1/14/2020,Under Review
2020-002239STR,1/31/2020,Pending,STR,225 Corbett Avenue,2/11/2020,Under Review
2020-002815STR,1/31/2020,Pending,STR,3376 23rd Street,2/27/2020,Submitted
2020-002980STR,1/31/2020,Pending,STR,1657 Chruch Street,3/3/2020,Accepted
2020-001522STR,1/31/2020,Pending,STR,370 Hermann St.,1/19/2020,Accepted
2020-001524STR,1/31/2020,Pending,STR,2419 34th Ave,1/10/2020,Accepted
2020-001525STR,1/31/2020,Pending,STR,275 Lisbon St,1/27/2020,Accepted
2020-001527STR,1/31/2020,Pending,STR,92 Ramona Ave,1/13/2020,Accepted
2020-001530STR,1/31/2020,Pending,STR,119 Britton Street,12/18/2019,Under Review
2020-001531STR,1/31/2020,Pending,STR,70 Potomac Street,1/30/2020,Under Review
2020-001534STR,1/31/2020,Pending,STR,745 Ashbury St,1/20/2020,Accepted
2020-001535STR,1/31/2020,Pending,STR,125 Anzavista Ave,1/16/2020,Accepted
2020-001536STR,1/31/2020,Pending,STR,3356 23rd Street,1/22/2020,Accepted
2020-001537STR,1/31/2020,Pending,STR,497 vermont st,1/4/2020,Accepted
2020-001539STR,1/31/2020,Pending,STR,63 Maddux Ave,12/13/2019,Accepted
2020-001543STR,1/31/2020,Pending,STR,627 37th Avenue,12/31/2019,Accepted
2020-001544STR,1/31/2020,Pending,STR,"52 Sheridan Street, APT 6",1/13/2020,Accepted
2020-001545STR,1/31/2020,Pending,STR,316 VICKSBURG STREET,1/21/2020,Accepted
2020-001549STR,1/31/2020,Pending,STR,99 Anderson Street,1/11/2020,Accepted
2020-001551STR,1/31/2020,Pending,STR,535 Raymond Ave ,1/10/2020,Accepted
2020-003695STR,1/31/2020,Pending,STR,1140 Sanchez Street Unit 3,3/16/2020,Under Review
2020-004029STR,1/31/2020,Pending,STR,278 bright st,4/3/2020,Accepted
2020-004528STR,1/31/2020,Pending,STR,6 Scotland Street,4/14/2020,Open
2020-004662STR,1/31/2020,Pending,STR,1250 Bush Street,4/22/2020,Under Review
2020-004693STR,1/31/2020,Pending,STR,2762 23rd Street,4/25/2020,Open
2020-005032STR,1/31/2020,Pending,STR,"188 Minna Street, Apt 38B",4/30/2018,Under Review
2020-005036STR,1/31/2020,Pending,STR,1527 18th Avenue,7/16/2018,Accepted
2020-005039STR,1/31/2020,Pending,STR,1459 Powell Street,7/25/2018,Accepted
2020-005040STR,1/31/2020,Pending,STR,120 Beaumont Avenue,7/25/2018,Under Review
2020-005041STR,1/31/2020,Pending,STR,1459 Powell Street,7/26/2018,Accepted
2020-005042STR,1/31/2020,Pending,STR,"625 8th Street, 415",7/29/2018,Accepted
2020-005045STR,1/31/2020,Pending,STR,1520 jerrold avenue,9/10/2018,Under Review
2020-005046STR,1/31/2020,Pending,STR,201 Harrison Street Unit 505,9/11/2018,Accepted
2020-005048STR,1/31/2020,Pending,STR,943 York Street,9/20/2018,Accepted
2020-005052STR,1/31/2020,Pending,STR,2770 40th Avenue,10/24/2018,Accepted
2020-005053STR,1/31/2020,Pending,STR,1958 35th Avenue,10/29/2018,Accepted
2020-005055STR,1/31/2020,Pending,STR,833 Hampshire Street,11/10/2018,Accepted
2020-005057STR,1/31/2020,Pending,STR,213 Vicksburg Street,11/23/2018,Under Review
2020-005059STR,1/31/2020,Pending,STR,369 Bocana Street,12/11/2018,Accepted
2020-005060STR,1/31/2020,Pending,STR,31 Exeter Street,12/31/2018,Accepted
2020-005062STR,1/31/2020,Pending,STR,712 Foerster Street,1/18/2019,Accepted
2020-004489STR,1/31/2020,Pending,STR,2044 Jefferson Street,4/10/2020,Open
2020-001855STR,1/31/2020,Pending,STR,1046 Grant Avenue,2/10/2020,Under Review
2020-001468STR,1/31/2020,Pending,STR,1062 Hollister Avenue,2/3/2020,Accepted
2020-002094STR,1/31/2020,Pending,STR,63 Pearl Street,2/14/2020,Accepted
2020-002121STR,1/31/2020,Pending,STR,55 9th Street 814,12/29/2019,Under Review
2020-002185STR,1/31/2020,Pending,STR,1655 Plymouth Avenue,2/6/2020,Under Review
2020-002186STR,1/31/2020,Pending,STR,30 Otsego Avenue,1/21/2020,Under Review
2020-002187STR,1/31/2020,Pending,STR,258 27th Avenue,2/4/2020,Under Review
2020-002188STR,1/31/2020,Pending,STR,1458 Hudson Avenue,1/12/2020,Under Review
2020-002190STR,1/31/2020,Pending,STR,80 Ellington Avenue,1/16/2020,Under Review
2020-002191STR,1/31/2020,Pending,STR,2167 Funston Avenue,1/5/2020,Under Review
2020-002247STR,1/31/2020,Pending,STR,151 Andover Street,1/19/2020,Under Review
2020-002248STR,1/31/2020,Pending,STR,5727 Mission Street,1/3/2020,Under Review
2020-002250STR,1/31/2020,Pending,STR,1103 Alabama Street,1/14/2020,Under Review
2020-002251STR,1/31/2020,Pending,STR,80 Dawnview Way,2/4/2020,Under Review
2020-002252STR,1/31/2020,Pending,STR,140 Chapman Street Chillville,2/5/2020,Under Review
2020-002559STR,1/31/2020,Pending,STR,"1530 York Street, Unit 2",2/21/2020,Accepted
2020-003641STR,1/31/2020,Pending,STR,1745 Sutter Street,2/6/2020,Under Review
2020-003634STR,1/31/2020,Pending,STR,54 Rosemont Place,2/26/2020,Under Review
2020-003642STR,1/31/2020,Pending,STR,434 Lisbon Street,3/5/2020,Under Review
2020-003643STR,1/31/2020,Pending,STR,75 Rondel Place,3/8/2020,Under Review
2020-003646STR,1/31/2020,Pending,STR,2361 Bryant Street,2/15/2020,Under Review
2020-003647STR,1/31/2020,Pending,STR,3010 23rd Avenue,2/21/2020,Under Review
2020-003651STR,1/31/2020,Pending,STR,3314 Folsom Street,2/17/2020,Under Review
2020-003652STR,1/31/2020,Pending,STR,2850 Cabrillo Street,2/26/2020,Under Review
2020-003731STR,1/31/2020,Pending,STR,1578 29th Avenue,3/17/2020,Under Review
2020-005077STR,1/31/2020,Pending,STR,3821 Lawton Street,8/15/2019,Under Review
2020-005043STR,1/31/2020,Pending,STR,117 Prospect Avenue Unit A,8/22/2018,Accepted
2020-005044STR,1/31/2020,Pending,STR,349 precita ave,8/31/2018,Under Review
2020-005078STR,1/31/2020,Pending,STR,140 South Van Ness Ave #1129,9/11/2019,Accepted
2020-005079STR,1/31/2020,Pending,STR,68 McCoppin Street unit 11,9/13/2019,Accepted
2020-005081STR,1/31/2020,Pending,STR,833 Duncan Street,10/2/2019,Accepted
2020-005083STR,1/31/2020,Pending,STR,3864 23rd St,12/11/2019,Accepted
2020-005085STR,1/31/2020,Pending,STR,31 Bennington St,4/17/2020,Accepted
2020-000915STR,1/31/2020,Pending,STR,3644 20th Street,1/22/2020,Accepted
2020-000278STR,1/31/2020,Pending,STR,734 Banks St,1/8/2020,Accepted
2020-003633STR,1/31/2020,Pending,STR,860 De Haro Street,2/19/2020,Under Review
2020-003637STR,1/31/2020,Pending,STR,288 Moulton Street,2/24/2020,Under Review
2020-003638STR,1/31/2020,Pending,STR,925 Olmstead Street,2/24/2020,Under Review
2020-003639STR,1/31/2020,Pending,STR,4480 17th Street,3/11/2020,Under Review
2020-003640STR,1/31/2020,Pending,STR,428 Molimo Drive,3/2/2020,Under Review
2020-003644STR,1/31/2020,Pending,STR,29 Lyon Street,3/4/2020,Under Review
2020-003645STR,1/31/2020,Pending,STR,2424 19th Avenue Suite A,3/4/2020,Under Review
2020-001166STR,1/31/2020,Pending,STR,260 King Street Unit 813,1/24/2020,Open
2020-001507STR,1/31/2020,Pending,STR,2006 20th Ave,1/25/2020,Accepted
2020-001509STR,1/31/2020,Pending,STR,8 Harris Place ,1/18/2020,Accepted
2020-003683STR,1/31/2020,Pending,STR,556 25th Avenue,3/16/2020,Under Review
2020-004448STR,1/31/2020,Pending,STR,231 EVELYN WAY,2/19/2020,Accepted
2020-004461STR,1/31/2020,Pending,STR,882 York Street,3/14/2020,Accepted
2020-004462STR,1/31/2020,Pending,STR,"1150 Dolores Street, Apt 2",2/2/2020,Accepted
2020-004467STR,1/31/2020,Pending,STR,291 Topeka ave,2/5/2020,Accepted
2020-004468STR,1/31/2020,Pending,STR,235 22nd avenue,3/11/2020,Accepted
2020-004470STR,1/31/2020,Pending,STR,1200 Pacheco Street,2/13/2020,Accepted
2020-004472STR,1/31/2020,Pending,STR,"258 Monterey Blvd, Apt. A",2/5/2020,Accepted
2020-004475STR,1/31/2020,Pending,STR,600 S Van Ness Apt 404,1/31/2020,Accepted
2020-004476STR,1/31/2020,Pending,STR,"55 9th Street, Apt#1703",2/2/2020,Accepted
2020-004478STR,1/31/2020,Pending,STR,2789 Bryant St,3/11/2020,Accepted
2020-005302STR,1/31/2020,Pending,STR,55 Pomona Street,5/27/2020,Under Review
20EST-000001,1/31/2020,Pending,STR,1050 Noriega St,1/8/2020,Open
2020-003893STR,1/31/2020,Pending,STR,2 Fair Oaks Street Unit 3,3/26/2020,Under Review
2020-004440STR,1/31/2020,Pending,STR,831 Chenery Street,3/21/2020,Under Review
2020-004443STR,1/31/2020,Pending,STR,52 Santa Marina Street,4/3/2020,Under Review
2020-004445STR,1/31/2020,Pending,STR,4308 17th Street,2/25/2020,Accepted
2020-004446STR,1/31/2020,Pending,STR,380 San Carlos Street,2/3/2020,Accepted
2020-004449STR,1/31/2020,Pending,STR,150 santa marina st,2/13/2020,Accepted
2020-004451STR,1/31/2020,Pending,STR,1865 Stockton Street ,2/20/2020,Accepted
2020-004452STR,1/31/2020,Pending,STR,2819 22nd St.,1/31/2020,Accepted
2020-004454STR,1/31/2020,Pending,STR,734 Geneva Avenue,3/2/2020,Accepted
2020-004455STR,1/31/2020,Pending,STR,1827 14th ave ,2/3/2020,Accepted
2020-004457STR,1/31/2020,Pending,STR,545 Lathrop ave ,2/26/2020,Accepted
2020-004458STR,1/31/2020,Pending,STR,4429 Kirkham Street,3/6/2020,Accepted
2020-004459STR,1/31/2020,Pending,STR,1806 Leavenworth St,3/11/2020,Accepted
2020-004460STR,1/31/2020,Pending,STR,1919 Quesada Ave,2/27/2020,Accepted
2020-004463STR,1/31/2020,Pending,STR,1464 Grove St #202,4/5/2020,Accepted
2020-004464STR,1/31/2020,Pending,STR,400 Grove Street #402,2/12/2020,Accepted
2020-004465STR,1/31/2020,Pending,STR,470 Liberty ,3/6/2020,Accepted
2020-004466STR,1/31/2020,Pending,STR,1629 Golden Gate ave,4/6/2020,Accepted
2020-004471STR,1/31/2020,Pending,STR,2652 Pierce Street,3/19/2020,Accepted
2020-004479STR,1/31/2020,Pending,STR,"770 De Haro Street, Unit 1",3/12/2020,Accepted
2020-004480STR,1/31/2020,Pending,STR,571 4th Avenue,2/5/2020,Accepted
2020-004482STR,1/31/2020,Pending,STR,346 SO VAN NESS AVE,2/13/2020,Accepted
2020-004483STR,1/31/2020,Pending,STR,2340 Lane St,1/31/2020,Accepted
2020-004484STR,1/31/2020,Pending,STR,"95 Red Rock Way, M202",2/6/2020,Accepted
2020-005664STR,6/11/2020 9:27 PM,Pending,STR,543 Dolores Street - Duplicate,6/11/2020,Open
2020-005779STR,6/16/2020 11:18 AM,Pending,STR,1793 Sanchez Street,7/5/2018,Accepted
2020-005795STR,6/16/2020 11:18 AM,Pending,STR,179 Clearfield Drive,4/21/2018,Accepted
2020-005802STR,6/16/2020 11:18 AM,Pending,STR,179 Clearfield Drive,4/21/2018,Under Review
2020-005824STR,6/16/2020 4:09 PM,Pending,STR,701 Minna Street Unit 15,7/14/2019,Under Review
2020-005823STR,6/16/2020 4:09 PM,Pending,STR,245 5th Street Unit 313,2/13/2019,Under Review
2020-005837STR,6/16/2020 4:09 PM,Pending,STR,60 Nebraska Street,4/25/2020,Under Review
2020-005841STR,6/16/2020 4:09 PM,Pending,STR,161 Lundys Lane top unit,3/26/2019,Under Review
2020-005843STR,6/16/2020 4:09 PM,Pending,STR,388 Noe Street,5/8/2020,Under Review
2020-005846STR,6/16/2020 4:09 PM,Pending,STR,2567 34th Avenue,5/23/2020,Under Review
2020-005855STR,6/16/2020 4:09 PM,Pending,STR,71 Parnassus Avenue 71A,6/10/2020,Under Review
2020-005858STR,6/16/2020 4:09 PM,Pending,STR,428 Molimo Drive,3/2/2020,Under Review
2020-005860STR,6/16/2020 4:09 PM,Pending,STR,20 Appleton Avenue,5/7/2020,Under Review
2020-005864STR,6/16/2020 4:09 PM,Pending,STR,2205 Sacramento Street Apt. 301,4/27/2020,Under Review
2020-005866STR,6/16/2020 4:09 PM,Pending,STR,11th Avenue 1531,11/3/2018,Under Review
2020-005876STR,6/16/2020 4:09 PM,Pending,STR,1172 Florida Street,6/3/2020,Under Review
2020-005878STR,6/16/2020 4:09 PM,Pending,STR,451 Kansas Street #288,7/27/2019,Under Review
2020-005879STR,6/16/2020 4:09 PM,Pending,STR,1800 Palou Avenue,4/20/2020,Under Review
2020-005880STR,6/16/2020 4:09 PM,Pending,STR,1800 Palou Avenue,4/20/2020,Under Review
2020-005913STR,6/17/2020 10:28 AM,Pending,STR,41 Miguel Street,12/20/2018,Accepted
2020-005912STR,6/17/2020 10:28 AM,Pending,STR,1330 Kirkham Street,9/18/2018,Accepted
2020-005916STR,6/17/2020 10:28 AM,Pending,STR,12 Auburn Street,5/18/2019,Accepted
2020-005918STR,6/17/2020 10:28 AM,Pending,STR,15 Hazelwood Avenue,6/13/2019,Accepted
2020-005921STR,6/17/2020 10:28 AM,Pending,STR,2340 28th Avenue,11/11/2019,Accepted
2020-005922STR,6/17/2020 10:28 AM,Pending,STR,407 Clayton Street,4/23/2020,Accepted
2020-005923STR,6/17/2020 10:28 AM,Pending,STR,261 Tenth Avenue,5/14/2020,Accepted
2020-005925STR,6/17/2020 10:28 AM,Pending,STR,741 3rd Avenue,6/1/2020,Accepted
2020-005926STR,6/17/2020 10:28 AM,Pending,STR,1710 Noe Street,6/4/2020,Accepted
2020-005930STR,6/17/2020 10:28 AM,Pending,STR,33 Caire Terrace ,6/10/2020,Accepted
2020-005996STR,6/19/2020 12:03 PM,Pending,STR,367 27th Street,6/19/2020,Under Review
2020-006003STR,6/19/2020 3:50 PM,Pending,STR,33 Caire Terrace,6/19/2020,Under Review
2020-006005STR,6/19/2020 4:22 PM,Pending,STR,33 Caire Terrace - REFUND,6/19/2020,Open
2020-006007STR,6/19/2020 4:32 PM,Pending,STR,946 Stockton Street Apt 7A,6/19/2020,Under Review
2020-008683STR,9/29/2020 11:19 AM,Pending,STR,529 Stevenson Street 317,1/19/2018,Under Review
2020-008684STR,9/29/2020 11:19 AM,Pending,STR,161 Gilbert Street #4,2/28/2018,Under Review
2020-008685STR,9/29/2020 11:19 AM,Pending,STR,1206 Haight Street,7/10/2019,Under Review
2020-008686STR,9/29/2020 11:19 AM,Pending,STR,1219 Rhode Island Street,7/14/2019,Under Review
2020-008687STR,9/29/2020 11:19 AM,Pending,STR,1566 Plymouth Avenue,10/4/2019,Under Review
2020-008688STR,9/29/2020 11:19 AM,Pending,STR,490 Post Street,2/6/2020,Under Review
2020-008689STR,9/29/2020 11:19 AM,Pending,STR,1395 22nd Street apt 107,3/1/2020,Under Review
2020-008690STR,9/29/2020 11:19 AM,Pending,STR,428 Molimo Drive,3/2/2020,Under Review
2020-008691STR,9/29/2020 11:19 AM,Pending,STR,1005 Cortland Avenue,3/25/2020,Under Review
2020-008692STR,9/29/2020 11:20 AM,Pending,STR,1937 Stockton Street,4/25/2020,Under Review
2020-008693STR,9/29/2020 11:20 AM,Pending,STR,1035 Bush Street #1,6/20/2020,Under Review
2020-008694STR,9/29/2020 11:20 AM,Pending,STR,2265 Union Street,6/24/2020,Under Review
2020-008695STR,9/29/2020 11:20 AM,Pending,STR,300 Berry Street 1313,6/28/2020,Under Review
2020-008696STR,9/29/2020 11:20 AM,Pending,STR,1475 19th Avenue Apartment A,7/6/2020,Under Review
2020-008698STR,9/29/2020 11:20 AM,Pending,STR,"330 Shotwell Street, San Francisco, CA 94110, US",8/26/2020,Under Review
2020-008697STR,9/29/2020 11:20 AM,Pending,STR,"15 Aladdin Terrace, San Francisco, CA 94133, US",8/26/2020,Under Review
2020-008699STR,9/29/2020 11:20 AM,Pending,STR,"460 Marietta Drive, San Francisco, CA 94127, US",9/2/2020,Under Review
2020-008700STR,9/29/2020 11:20 AM,Pending,STR,46 Bruce Avenue,5/12/2020,Under Review
2020-009780STR,10/27/2020,Pending,STR,1430 HUDSON AVE,10/16/2020,Open
2019-000394STR,1/9/2021,About to Expire,STR,1618 Great Highway,1/9/2019,Closed - Approved
2016-005677STR,1/9/2021,About to Expire,STR,1241 UNION STREET,5/2/2016,Closed - Approved
2016-001690STR,1/9/2021,About to Expire,STR,1239 Union Street,2/5/2016,Closed - Approved
2019-000380STR,1/9/2021,About to Expire,STR,3566 18th Street,1/9/2019,Closed - Approved
2019-000488STR,1/10/2021,Inactive,STR,427 Kirkham Street,1/11/2019,Closed - Approved
2019-000482STR,1/10/2021,About to Expire,STR,4036 Moraga Street,1/11/2019,Closed - Approved
2017-000456STR,1/10/2021,Inactive,STR,"930 Elizabeth Street, Apt. 2",1/11/2017,Closed - Approved
2016-016346STR,1/11/2021,Inactive,STR,635 Vienna Street,12/22/2016,Closed - Approved
2016-014003STR,1/12/2021,About to Expire,STR,226 Paris Street,10/27/2016,Closed - Approved
2017-000230STR,1/12/2021,Inactive,STR,625 16th Avenue,1/6/2017,Closed - Approved
2017-000339STR,1/12/2021,About to Expire,STR,2639 45th Avenue,1/9/2017,Closed - Approved
2019-000041STR,1/13/2021,About to Expire,STR,3 Downey Street,1/2/2019,Closed - Approved
2019-000551STR,1/13/2021,About to Expire,STR,1471 18th Avenue,1/14/2019,Closed - Approved
2019-000360STR,1/13/2021,Inactive,STR,"1266 Hampshire Street, Unit A",1/9/2019,Closed - Approved
2019-000596STR,1/14/2021,About to Expire,STR,882 Chenery Street,1/15/2019,Closed - Approved
2019-000638STR,1/14/2021,About to Expire,STR,130 Lexington Street Unit A,1/15/2019,Closed - Approved
2018-010684STR,1/14/2021,About to Expire,STR,256 CRESCENT AVE,8/2/2018,Closed - Approved
2019-000659STR,1/16/2021,Inactive,STR,1531 11th Avenue,1/16/2019,Closed - Approved
2019-000661STR,1/16/2021,About to Expire,STR,71 Woodward Street,1/16/2019,Closed - Approved
2017-000345STR,1/16/2021,Inactive,STR,647 Myra Way,1/9/2017,Closed - Approved
2019-000653STR,1/16/2021,About to Expire,STR,1567 Shafter Avenue,1/16/2019,Closed - Approved
2018-000202STR,1/17/2021,About to Expire,STR,515 Powhattan Avenue,11/2/2017,Closed - Approved
2018-005153STR,1/21/2021,About to Expire,STR,1931 Mason Street,1/16/2018,Closed - Approved
2018-000143STR,1/21/2021,About to Expire,STR,2478 3rd Street,12/22/2017,Closed - Approved
2018-004881STR,1/23/2021,Inactive,STR,180 Dolores St #8,1/31/2018,Closed - Approved
2018-004901STR,1/23/2021,Inactive,STR,1315 Silliman St,2/19/2018,Closed - Approved
2018-001195STR,1/23/2021,Inactive,STR,854 B Cole Street,1/20/2018,Closed - Approved
2018-004880STR,1/23/2021,About to Expire,STR,22 Eugenia Ave,1/30/2018,Closed - Approved
2017-000721STR,1/23/2021,About to Expire,STR,1823 25th Avenue,1/18/2017,Closed - Approved
2019-000950STR,1/23/2021,Inactive,STR,535 Athens Street,1/23/2019,Closed - Approved
2017-000454STR,1/25/2021,About to Expire,STR,1672 Page Street,1/11/2017,Closed - Approved
2019-001110STR,1/27/2021,About to Expire,STR,1858 36th Avenue,1/28/2019,Closed - Approved
2018-000126STR,1/27/2021,About to Expire,STR,24 Chattanooga Street,10/13/2017,Closed - Approved
2018-004855STR,1/28/2021,Inactive,STR,137 Brussels Street,1/16/2018,Closed - Approved
2018-005010STR,1/28/2021,Inactive,STR,166 Ripley Street,2/16/2018,Closed - Approved
2017-001079STR,1/29/2021,About to Expire,STR,28 Seal Rock Drive,1/25/2017,Closed - Approved
2018-004872STR,1/30/2021,About to Expire,STR,66 Joost Avenue,1/24/2018,Closed - Approved
2018-005032STR,1/30/2021,Inactive,STR,409 Lyon Street Unit A,2/16/2018,Closed - Approved
2017-001020STR,1/30/2021,About to Expire,STR,1409 20TH ST,1/25/2017,Closed - Approved
2018-014639STR,1/30/2021,About to Expire,STR,150 Alpine Terrace,10/25/2018,Closed - Approved
2021-000093STR,1/31/2021,Pending,STR,347 Noe Street,1/14/2020,Accepted
2021-000094STR,1/31/2021,Pending,STR,3521 21St St,1/25/2020,Accepted
2021-000095STR,1/31/2021,Pending,STR,354 Vienna St,2/27/2020,Accepted
2021-000096STR,1/31/2021,Pending,STR,355 Moncada way,1/15/2020,Accepted
2021-000097STR,1/31/2021,Pending,STR,3644 Market St.,2/17/2020,Accepted
2021-000098STR,1/31/2021,Pending,STR,3651 17th Street,2/17/2020,Accepted
2021-000099STR,1/31/2021,Pending,STR,37 Stoneman St,10/31/2019,Accepted
2021-000100STR,1/31/2021,Pending,STR,3715 Folsom St,3/12/2020,Accepted
2021-000101STR,1/31/2021,Pending,STR,3772 20TH ST,3/10/2020,Accepted
2021-000102STR,1/31/2021,Pending,STR,3937 21st street,2/4/2020,Accepted
2021-000103STR,1/31/2021,Pending,STR,400 B Pennsylvania Ave.,4/11/2020,Accepted
2021-000104STR,1/31/2021,Pending,STR,41 Mars Street,3/18/2020,Accepted
2021-000105STR,1/31/2021,Pending,STR,42 Homestead St,12/19/2019,Accepted
2021-000106STR,1/31/2021,Pending,STR,424 28th St.,2/23/2020,Accepted
2021-000107STR,1/31/2021,Pending,STR,424 Cabrillo St,4/2/2020,Accepted
2021-000108STR,1/31/2021,Pending,STR,437 Arkansas Street,12/3/2019,Accepted
2021-000109STR,1/31/2021,Pending,STR,4392 25TH STREET,4/24/2020,Accepted
2021-000110STR,1/31/2021,Pending,STR,453 Sanchez Street,6/19/2019,Under Review
2021-000111STR,1/31/2021,Pending,STR,463 Mississippi Street,12/9/2019,Accepted
2021-000112STR,1/31/2021,Pending,STR,469 14th Street,12/5/2019,Accepted
2021-000113STR,1/31/2021,Pending,STR,470 Elizabeth Street Apt. 3,3/13/2020,Accepted
2021-000114STR,1/31/2021,Pending,STR,471 16th Avenue,2/5/2020,Accepted
2021-000115STR,1/31/2021,Pending,STR,489 HAZELWOOD AVE,8/7/2019,Accepted
2021-000116STR,1/31/2021,Pending,STR,49 Hill Street,5/17/2019,Accepted
2021-000117STR,1/31/2021,Pending,STR,50 Piedmont St,3/19/2020,Accepted
2021-000118STR,1/31/2021,Pending,STR,506 Oak Street,4/6/2020,Accepted
2021-000119STR,1/31/2021,Pending,STR,5110 Anza Street,2/11/2020,Accepted
2021-000120STR,1/31/2021,Pending,STR,524 Moultrie Street,2/14/2020,Accepted
2021-000121STR,1/31/2021,Pending,STR,539 Divisadero St,9/4/2019,Accepted
2021-000122STR,1/31/2021,Pending,STR,579 Connecticut St,2/16/2020,Accepted
2021-000123STR,1/31/2021,Pending,STR,59 Pierce St.,3/19/2020,Accepted
2021-000124STR,1/31/2021,Pending,STR,60 Langton St.,2/21/2020,Accepted
2021-000126STR,1/31/2021,Pending,STR,605 SAN BRUNO AVE,3/7/2020,Accepted
2021-000127STR,1/31/2021,Pending,STR,61 pearl street,12/8/2019,Under Review
2021-000128STR,1/31/2021,Pending,STR,615 Alvarado Street,3/13/2020,Accepted
2021-000129STR,1/31/2021,Pending,STR,625 Cole Street,1/30/2019,Accepted
2021-000130STR,1/31/2021,Pending,STR,630 Vermont Street,6/4/2020,Accepted
2021-000131STR,1/31/2021,Pending,STR,632 Vermont Street,6/4/2020,Accepted
2021-000132STR,1/31/2021,Pending,STR,635 Athens Street,1/21/2019,Accepted
2021-000133STR,1/31/2021,Pending,STR,644 Hampshire street,11/4/2019,Accepted
2021-000134STR,1/31/2021,Pending,STR,651 Kansas St,7/26/2019,Accepted
