PARENT RECORD ID,Governing,Publication_Date,Review_Type
2019-006310PRL,Exemption,5/3/2019,Project Light (PRL)
2019-006316PRJ,Exemption,12/20/2019,Project Profile (PRJ)
2019-006321PRJ,Exemption,12/15/2020,Categorical Exemption-Determination of Historic Resource
2019-006326PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006327PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006328PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006330PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006331PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006332PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006333PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006337PRL,Exemption,5/6/2019,Project Profile (PRJ)
2019-006344PRL,Exemption,5/6/2019,Categorical Exemption-Determination of Historic Resource
2019-006345PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006346PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006347PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006350PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006351PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006352PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006353PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006354PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006360PRL,Exemption,5/6/2019,Project Profile (PRJ)
2019-006362PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006363PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006364PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006365PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006366PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006369PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006373PRJ,Exemption,6/4/2019,Project Light (PRL)
2019-006378PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006380PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006392PRL,Exemption,5/6/2019,Project Profile (PRJ)
2019-006395PRL,Exemption,5/6/2019,Project Light (PRL)
2019-006401PRL,Exemption,8/1/2019,Project Light (PRL)
2019-006403PRL,Exemption,5/7/2019,Project Light (PRL)
2019-006404PRL,Exemption,5/7/2019,Project Light (PRL)
2019-006408PRL,Exemption,5/7/2019,Project Profile (PRJ)
2019-006422PRL,Exemption,5/7/2019,Project Light (PRL)
2019-006424PRL,Exemption,5/7/2019,Project Light (PRL)
2019-006427PRL,Exemption,5/7/2019,Project Profile (PRJ)
2019-006442PRL,Exemption,5/7/2019,Project Light (PRL)
2019-006446PRJ,Exemption,2/1/2021,Project Light (PRL)
2019-006447PRL,Exemption,5/7/2019,Project Profile (PRJ)
2019-006450PRL,Exemption,5/7/2019,Project Light (PRL)
2019-006453PRL,Exemption,5/7/2019,Project Profile (PRJ)
2019-006458PRL,Exemption,5/7/2019,Public Project Exemption
2019-006471PRL,Exemption,5/7/2019,Project Profile (PRJ)
2019-006486PRL,Exemption,5/7/2019,Project Light (PRL)
2019-006488PRL,Exemption,5/7/2019,Project Light (PRL)
2019-006489PRL,Exemption,5/7/2019,Project Profile (PRJ)
2019-006490PRL,Exemption,5/7/2019,Project Profile (PRJ)
2019-006494PRJ,Exemption,7/9/2019,Categorical Exemption-Determination of Historic Resource
2019-006496PRL,Exemption,5/7/2019,Project Profile (PRJ)
2019-006511PRL,Exemption,5/8/2019,Project Light (PRL)
2019-006522PRL,Exemption,5/8/2019,Project Profile (PRJ)
2019-006523PRL,Exemption,5/8/2019,Categorical Exemption-Determination of Historic Resource
2019-006525PRL,Exemption,5/8/2019,Project Light (PRL)
2019-006526PRL,Exemption,5/8/2019,Project Light (PRL)
2019-006528PRL,Exemption,5/8/2019,Project Light (PRL)
2019-006532PRL,Exemption,5/8/2019,Project Light (PRL)
2019-006533PRL,Exemption,5/8/2019,Project Light (PRL)
2019-006534PRJ,Exemption,11/15/2019,Project Light (PRL)
2019-006539PRL,Exemption,5/8/2019,Project Light (PRL)
2019-006550PRL,Exemption,5/8/2019,Project Light (PRL)
2019-006552PRL,Exemption,5/8/2019,Project Profile (PRJ)
2019-006553PRL,Exemption,5/8/2019,Project Light (PRL)
2019-006555PRL,Exemption,5/8/2019,Project Light (PRL)
2019-006556PRJ,Exemption,,Project Light (PRL)
2019-006563PRL,Exemption,5/8/2019,Project Light (PRL)
2019-006565PRL,Exemption,5/8/2019,Project Profile (PRJ)
2019-006566PRL,Exemption,5/8/2019,Public Project Exemption
2019-006567PRL,Exemption,5/9/2019,Project Light (PRL)
2019-006568PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006570PRL,Exemption,5/9/2019,Project Light (PRL)
2019-006571PRL,Exemption,5/9/2019,Project Light (PRL)
2019-006572PRL,Exemption,5/9/2019,Project Profile (PRJ)
2019-006573PRL,Exemption,5/10/2019,Public Project Exemption
2019-006575PRL,Exemption,5/9/2019,Project Light (PRL)
2019-006577PRL,Exemption,5/9/2019,Project Light (PRL)
2019-006578PRJ,Community Plan Evaluation,,Project Light (PRL)
2019-006587PRJ,Exemption,6/4/2019,Project Light (PRL)
2019-006592PRL,Exemption,5/9/2019,Project Light (PRL)
2019-006593PRL,Exemption,5/9/2019,EIR Addendum
2019-006594PRL,Exemption,5/9/2019,Project Profile (PRJ)
2019-006595PRL,Exemption,5/9/2019,Project Light (PRL)
2019-006596PRL,Exemption,5/9/2019,Project Light (PRL)
2019-006598PRL,Exemption,5/9/2019,Project Light (PRL)
2019-006601PRJ,Exemption,1/30/2020,Project Profile (PRJ)
2019-006602PRL,Exemption,5/9/2019,Project Light (PRL)
2019-006603PRJ,Exemption,11/4/2019,Project Light (PRL)
2019-006606PRL,Exemption,5/9/2019,Project Profile (PRJ)
2019-006609PRL,Exemption,5/9/2019,Categorical Exemption-Determination of Historic Resource
2019-006614PRL,Exemption,5/9/2019,Project Light (PRL)
2019-006619PRJ,Exemption,5/17/2019,Project Profile (PRJ)
2019-006624PRL,Exemption,5/10/2019,Categorical Exemption-Determination of Historic Resource
2019-006625PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006626PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006627PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006628PRL,Exemption,5/10/2019,Project Profile (PRJ)
2019-006629PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006630PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006631PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006633PRL,Exemption,5/10/2019,Project Profile (PRJ)
2019-006637PRL,Exemption,5/10/2019,Categorical Exemption-Determination of Historic Resource
2019-006638PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006641PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006642PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006643PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006644PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006645PRL,Exemption,5/10/2019,Project Profile (PRJ)
2019-006647PRL,Exemption,5/10/2019,Categorical Exemption-Determination of Historic Resource
2019-006648PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006650PRL,Exemption,5/10/2019,Project Profile (PRJ)
2019-006652PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006653PRL,Exemption,5/10/2019,Project Profile (PRJ)
2019-006654PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006656PRL,Exemption,5/10/2019,Project Light (PRL)
2019-006660PRL,Exemption,5/10/2019,Project Profile (PRJ)
2019-006666PRL,Exemption,5/13/2019,Categorical Exemption-Stamp
2019-006667PRL,Exemption,5/13/2019,Project Profile (PRJ)
2019-006668PRL,Exemption,5/13/2019,Categorical Exemption-Determination of Historic Resource
2019-006669PRL,Exemption,5/13/2019,Project Light (PRL)
2019-006670PRL,Exemption,5/13/2019,Project Light (PRL)
2019-006672PRJ,Exemption,6/3/2019,Project Light (PRL)
2019-006676PRL,Exemption,5/13/2019,Project Light (PRL)
2019-006681PRL,Exemption,5/13/2019,Project Light (PRL)
2019-006684PRL,Exemption,5/13/2019,Project Profile (PRJ)
2019-006687PRL,Exemption,5/13/2019,Project Light (PRL)
2019-006688PRL,Exemption,5/13/2019,Project Profile (PRJ)
2019-006690PRL,Exemption,5/13/2019,Project Light (PRL)
2019-006691PRL,Exemption,5/13/2019,Project Profile (PRJ)
2019-006694PRL,Exemption,5/13/2019,Categorical Exemption-Stamp
2019-006696PRJ,Exemption,,Project Light (PRL)
2019-006702PRL,Exemption,5/13/2019,Project Light (PRL)
2019-006703PRL,Exemption,5/13/2019,Project Light (PRL)
2019-006707PRL,Exemption,5/13/2019,Project Light (PRL)
2019-006719PRL,Exemption,5/13/2019,Project Profile (PRJ)
2019-006733PRJ,Exemption,,Categorical Exemption-Determination of Historic Resource
2019-006746PRL,Exemption,5/14/2019,Project Light (PRL)
2019-006749PRL,Exemption,5/14/2019,Project Profile (PRJ)
2019-006750PRL,Exemption,5/14/2019,Project Profile (PRJ)
2019-006753PRL,Exemption,5/14/2019,Project Profile (PRJ)
2019-006762PRJ,Exemption,,Project Light (PRL)
2019-006766PRL,Exemption,5/14/2019,Project Light (PRL)
2019-006770PRL,Exemption,5/14/2019,Project Light (PRL)
2019-006778PRL,Exemption,5/14/2019,Project Light (PRL)
2019-006783PRL,Exemption,5/14/2019,Project Light (PRL)
2019-006784PRL,Exemption,5/14/2019,Project Light (PRL)
2019-006786PRL,Exemption,5/15/2019,Project Light (PRL)
2019-006787PRL,Exemption,5/15/2019,Project Light (PRL)
2019-006794PRL,Exemption,5/15/2019,Project Light (PRL)
2019-006795PRL,Exemption,5/14/2019,Project Light (PRL)
2019-006799PRL,Exemption,5/15/2019,Project Light (PRL)
2019-006802PRL,Exemption,5/14/2019,Project Light (PRL)
2019-006804PRL,Exemption,5/14/2019,Project Light (PRL)
2019-006807PRJ,Exemption,4/23/2020,Project Light (PRL)
2019-006808PRL,Exemption,5/14/2019,Project Light (PRL)
2019-006810PRL,Exemption,5/14/2019,Project Light (PRL)
2019-006818PRL,Exemption,5/15/2019,Project Profile (PRJ)
2019-006820PRL,Exemption,5/15/2019,Project Light (PRL)
2019-006825PRL,Exemption,5/15/2019,Project Light (PRL)
2019-006827PRL,Exemption,5/15/2019,Project Light (PRL)
2019-006833PRL,Exemption,5/15/2019,Project Profile (PRJ)
2019-006835PRL,Exemption,5/15/2019,Project Light (PRL)
2019-006837PRL,Exemption,5/15/2019,Project Light (PRL)
2019-006838PRL,Exemption,5/15/2019,Project Light (PRL)
2019-006843PRL,Exemption,5/15/2019,Project Profile (PRJ)
2019-006848PRL,Exemption,5/15/2019,Categorical Exemption-Stamp
2019-006856PRL,Exemption,5/15/2019,Project Light (PRL)
2019-006871PRJ,Exemption,8/1/2019,Project Light (PRL)
2019-006872PRL,Exemption,5/15/2019,Project Light (PRL)
2019-006874PRJ,Exemption,1/11/2021,Project Profile (PRJ)
2019-006880PRL,Exemption,5/16/2019,Categorical Exemption-Determination of Historic Resource
2019-006893PRL,Exemption,5/16/2019,Project Light (PRL)
2019-006903PRL,Exemption,5/16/2019,Project Profile (PRJ)
2019-006908PRL,Exemption,5/16/2019,Project Profile (PRJ)
2019-006910PRL,Exemption,5/16/2019,Project Light (PRL)
2019-006914PRL,Exemption,5/16/2019,Project Light (PRL)
2019-006915PRL,Exemption,5/16/2019,Project Light (PRL)
2019-006916PRL,Exemption,5/16/2019,Project Light (PRL)
2019-006921PRL,Exemption,5/16/2019,Project Light (PRL)
2019-006922PRL,Exemption,5/16/2019,Project Light (PRL)
2019-006928PRL,Exemption,5/16/2019,Project Profile (PRJ)
2019-006932PRL,Exemption,5/16/2019,Categorical Exemption-Stamp
2019-006935PRL,Exemption,5/17/2019,Project Light (PRL)
2019-006936PRL,Exemption,5/17/2019,Categorical Exemption-Stamp
2019-006937PRL,Exemption,5/17/2019,Categorical Exemption-Stamp
2019-006939PRL,Exemption,5/17/2019,Project Light (PRL)
2019-006940PRL,Exemption,5/17/2019,Project Light (PRL)
2019-006941PRL,Exemption,5/17/2019,Project Light (PRL)
2019-006942PRL,Exemption,5/17/2019,Public Project Exemption
2019-006943PRL,Exemption,5/17/2019,Statutory Exemption
2019-006944PRL,Exemption,5/17/2019,Statutory Exemption
2019-006946PRJ,Exemption,2/7/2020,Project Light (PRL)
2019-006947PRL,Exemption,5/17/2019,Project Light (PRL)
2019-006948PRJ,Exemption,9/26/2019,Project Profile (PRJ)
2019-006951PRJ,Exemption,9/9/2019,Project Light (PRL)
2019-006956PRL,Exemption,5/17/2019,Project Light (PRL)
2019-006957PRL,Exemption,5/17/2019,Project Light (PRL)
2019-006969PRL,Exemption,5/17/2019,Project Light (PRL)
2019-006977PRJ,Exemption,7/8/2019,Project Light (PRL)
2019-006978PRJ,Exemption,6/19/2020,Project Light (PRL)
2019-006981PRJ,Exemption,10/31/2019,Project Light (PRL)
2019-006982PRL,Exemption,5/17/2019,Project Light (PRL)
2019-006995PRJ,Exemption,,Project Light (PRL)
2019-006999PRL,Exemption,5/20/2019,Project Light (PRL)
2019-007001PRL,Exemption,5/20/2019,Project Light (PRL)
2019-007002PRJ,Exemption,,Project Profile (PRJ)
2019-007004PRL,Exemption,5/20/2019,Project Profile (PRJ)
2019-007005PRL,Exemption,5/20/2019,Categorical Exemption-Determination of Historic Resource
2019-007006PRL,Exemption,5/20/2019,Project Light (PRL)
2019-007010PRL,Exemption,5/20/2019,Project Light (PRL)
2019-007012PRL,Exemption,5/20/2019,Project Light (PRL)
2019-007013PRL,Exemption,5/20/2019,Project Light (PRL)
2019-007014PRJ,Exemption,10/28/2019,Categorical Exemption-Class 32
2019-007033PRL,Exemption,5/20/2019,Project Profile (PRJ)
2019-007035PRL,Exemption,5/20/2019,Project Light (PRL)
2019-007037PRL,Exemption,5/20/2019,Project Profile (PRJ)
2019-007039PRJ,Exemption,7/8/2019,Categorical Exemption-Determination of Historic Resource
2019-007041PRL,Exemption,5/20/2019,Project Profile (PRJ)
2019-007042PRJ,Exemption,8/15/2019,Project Light (PRL)
2019-007043PRJ,Exemption,11/5/2019,Project Light (PRL)
2019-007046PRL,Exemption,5/20/2019,Project Light (PRL)
2019-007049PRJ,Exemption,12/17/2019,Project Light (PRL)
2019-007050PRL,Exemption,5/20/2019,Project Light (PRL)
2019-007058PRL,Exemption,5/20/2019,Project Light (PRL)
2019-007071PRL,Exemption,5/20/2019,Project Light (PRL)
2019-007078PRJ,Exemption,6/4/2019,Project Light (PRL)
2019-007088PRL,Exemption,5/21/2019,Project Profile (PRJ)
2019-007092PRL,Exemption,5/21/2019,Categorical Exemption-Stamp
2019-007093PRL,Exemption,5/21/2019,Project Profile (PRJ)
2019-007094PRL,Exemption,5/21/2019,Categorical Exemption-Stamp
2019-007096PRL,Exemption,5/21/2019,Project Profile (PRJ)
2019-007097PRL,Exemption,5/21/2019,Public Project Exemption
2019-007098PRL,Exemption,5/21/2019,Project Light (PRL)
2019-007099PRL,Exemption,5/21/2019,Project Light (PRL)
2019-007108PRJ,Exemption,,Project Light (PRL)
2019-007111PRJ,Exemption,,Project Light (PRL)
2019-007116PRJ,Exemption,,Project Light (PRL)
2019-007119PRL,Exemption,5/21/2019,Project Profile (PRJ)
2019-007120PRL,Exemption,5/21/2019,Project Light (PRL)
2019-007122PRL,Exemption,5/21/2019,Project Light (PRL)
2019-007123PRL,Exemption,5/21/2019,Project Light (PRL)
2019-007127PRL,Exemption,5/21/2019,Project Light (PRL)
2019-007128PRL,Exemption,5/21/2019,Project Light (PRL)
2019-007129PRL,Exemption,5/21/2019,Project Profile (PRJ)
2019-007131PRL,Exemption,5/21/2019,Project Light (PRL)
2019-007132PRL,Exemption,5/21/2019,Project Light (PRL)
2019-007135PRL,Exemption,5/21/2019,Project Light (PRL)
2019-007136PRL,Exemption,5/21/2019,Categorical Exemption-Stamp
2019-007144PRL,Exemption,5/21/2019,Project Light (PRL)
2019-007151PRL,Exemption,6/17/2019,Public Project Exemption
2019-007152PRL,Exemption,5/21/2019,Project Profile (PRJ)
2019-007154PRJ,Exemption,,Project Light (PRL)
2019-007155PRL,Exemption,5/21/2019,Project Light (PRL)
2019-007158PRJ,Exemption,2/20/2020,Project Light (PRL)
2019-007159PRJ,Exemption,2/27/2020,Project Light (PRL)
2019-007168PRJ,Exemption,8/2/2019,Project Light (PRL)
2019-007169PRL,Exemption,5/22/2019,Project Light (PRL)
2019-007171PRL,Exemption,5/22/2019,Project Light (PRL)
2019-007173PRL,Exemption,5/22/2019,Project Light (PRL)
2019-007175PRL,Exemption,5/22/2019,Project Light (PRL)
2019-007184PRL,Exemption,5/22/2019,Project Light (PRL)
2019-007189PRL,Exemption,5/22/2019,Project Light (PRL)
2019-007191PRL,Exemption,5/22/2019,Project Light (PRL)
2019-007202PRL,Exemption,5/22/2019,Project Profile (PRJ)
2019-007206PRL,Exemption,5/22/2019,Project Profile (PRJ)
2019-007215PRJ,Exemption,7/17/2019,Project Light (PRL)
2019-007222PRL,Exemption,5/22/2019,Project Profile (PRJ)
2019-007225PRJ,Exemption,8/7/2019,Project Profile (PRJ)
2019-007237PRL,Exemption,5/22/2019,Project Light (PRL)
2019-007239PRL,Exemption,5/22/2019,Project Light (PRL)
2019-007243PRL,Exemption,5/22/2019,Project Light (PRL)
2019-007249PRJ,Exemption,8/7/2019,Project Light (PRL)
2019-007254PRJ,Exemption,7/29/2019,Project Profile (PRJ)
2019-007260PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007261PRL,Exemption,5/23/2019,Project Profile (PRJ)
2019-007263PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007264PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007267PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007269PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007270PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007275PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007280PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007287PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007295PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007296PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007299PRL,Exemption,5/23/2019,Project Profile (PRJ)
2019-007300PRL,Exemption,5/23/2019,Public Project Exemption
2019-007302PRL,Exemption,5/23/2019,Project Profile (PRJ)
2019-007304PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007306PRJ,Exemption,6/15/2020,Project Profile (PRJ)
2019-007311PRL,Exemption,5/23/2019,Public Project Exemption
2019-007313PRJ,Exemption,9/6/2019,Project Light (PRL)
2019-007315PRL,Exemption,5/23/2019,Project Profile (PRJ)
2019-007317PRL,Exemption,5/23/2019,Public Project Exemption
2019-007320PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007321PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007322PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007323PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007324PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007325PRL,Exemption,5/23/2019,Project Light (PRL)
2019-007327PRL,Exemption,5/24/2019,Project Light (PRL)
2019-007328PRL,Exemption,5/24/2019,Project Profile (PRJ)
2019-007330PRL,Exemption,5/24/2019,Project Light (PRL)
2019-007331PRL,Exemption,5/24/2019,Project Light (PRL)
2019-007332PRL,Exemption,5/24/2019,Project Profile (PRJ)
2019-007337PRL,Exemption,5/24/2019,Project Light (PRL)
2019-007342PRL,Exemption,5/24/2019,Project Profile (PRJ)
2019-007344PRL,Exemption,5/24/2019,Project Light (PRL)
2019-007349PRL,Exemption,5/24/2019,Categorical Exemption-Determination of Historic Resource
2019-007352PRL,Exemption,5/24/2019,Project Light (PRL)
2019-007354PRL,Exemption,5/24/2019,Project Light (PRL)
2019-007355PRL,Exemption,5/24/2019,Categorical Exemption-Determination of Historic Resource
2019-007356PRJ,Exemption,7/18/2019,Project Profile (PRJ)
2019-007357PRL,Exemption,5/24/2019,Project Light (PRL)
2019-007359PRL,Exemption,5/24/2019,Project Light (PRL)
2019-007362PRL,Exemption,5/24/2019,Project Light (PRL)
2019-007363PRL,Exemption,5/28/2019,Project Light (PRL)
2019-007365PRL,Exemption,5/24/2019,Project Light (PRL)
2019-007367PRJ,Exemption,,Project Profile (PRJ)
2019-007370PRL,Exemption,5/24/2019,Project Light (PRL)
2019-007372PRL,Exemption,5/24/2019,Project Light (PRL)
2019-007373PRL,Exemption,5/24/2019,Project Profile (PRJ)
2019-007382PRL,Exemption,5/28/2019,Project Light (PRL)
2019-007383PRL,Exemption,5/28/2019,Project Light (PRL)
2019-007384PRL,Exemption,5/28/2019,Project Light (PRL)
2019-007385PRL,Exemption,5/28/2019,Project Light (PRL)
2019-007388PRL,Exemption,5/28/2019,Categorical Exemption-Determination of Historic Resource Impact
2019-007392PRL,Exemption,5/28/2019,Project Profile (PRJ)
2019-007395PRL,Exemption,5/28/2019,Project Light (PRL)
2019-007639PRL,Exemption,5/28/2019,Project Light (PRL)
2019-011448PRL,Exemption,5/28/2019,Project Light (PRL)
2019-011810PRL,Exemption,5/28/2019,Project Light (PRL)
2019-011811PRL,Exemption,5/28/2019,Project Light (PRL)
2019-011812PRL,Exemption,5/28/2019,Project Profile (PRJ)
2019-011815PRL,Exemption,6/6/2019,Categorical Exemption-Determination of Historic Resource Impact
2019-011816PRL,Exemption,6/6/2019,Project Light (PRL)
2019-011818PRL,Exemption,6/6/2019,Project Profile (PRJ)
2019-011819PRL,Exemption,6/6/2019,Project Light (PRL)
2019-011820PRL,Exemption,5/28/2019,Project Light (PRL)
2019-011822PRL,Exemption,5/28/2019,Project Light (PRL)
2019-011837PRL,Exemption,5/28/2019,Project Light (PRL)
2019-011840PRL,Exemption,5/28/2019,Project Light (PRL)
2019-011848PRL,Exemption,5/28/2019,Project Light (PRL)
2019-011852PRJ,Exemption,7/25/2019,Project Profile (PRJ)
2019-011855PRJ,Exemption,2/28/2020,Project Light (PRL)
2019-011859PRL,Exemption,5/29/2019,Project Profile (PRJ)
2019-011865PRJ,Exemption,,Initial Study-Environmental Impact Report
2019-011868PRL,Exemption,5/29/2019,Categorical Exemption-Class 32
2019-011869PRJ,Exemption,7/9/2020,Project Profile (PRJ)
2019-011872PRJ,Exemption,8/28/2019,Project Light (PRL)
2019-011874PRJ,Exemption,7/19/2019,Project Light (PRL)
2019-011879PRL,Exemption,5/29/2019,Project Light (PRL)
2019-011890PRL,Exemption,5/29/2019,Project Light (PRL)
2019-011891PRJ,Exemption,3/9/2020,Project Light (PRL)
2019-011892PRJ,Exemption,7/19/2019,Project Profile (PRJ)
2019-011900PRJ,Exemption,11/12/2019,Project Light (PRL)
2019-011901PRJ,Exemption,9/19/2019,Project Profile (PRJ)
2019-011904PRL,Exemption,5/29/2019,Project Light (PRL)
2019-011905PRL,Exemption,5/29/2019,Project Light (PRL)
2019-011907PRJ,Exemption,3/13/2020,Project Light (PRL)
2019-011913PRL,Exemption,5/29/2019,Project Light (PRL)
2019-011916PRL,Exemption,5/29/2019,Project Light (PRL)
2019-011936PRL,Exemption,5/30/2019,Project Profile (PRJ)
2019-011939PRJ,Exemption,1/24/2020,Project Light (PRL)
2019-011941PRL,Exemption,5/30/2019,Project Profile (PRJ)
2019-011944PRJ,Exemption,8/3/2021,Project Light (PRL)
2019-011949LLA,Exemption,,Project Profile (PRJ)
2019-011949PRJ,Exemption,10/10/2019,Project Profile (PRJ)
2019-011951PRL,Exemption,5/30/2019,Project Light (PRL)
2019-011954PRL,Exemption,5/30/2019,Project Light (PRL)
2019-011958PRL,Exemption,5/30/2019,Project Light (PRL)
2019-011966PRL,Exemption,5/30/2019,Project Light (PRL)
2019-011978PRL,Exemption,5/30/2019,Project Light (PRL)
2019-011981PRJ,Exemption,9/4/2019,Public Project Exemption
2019-011983PRL,Exemption,5/31/2019,Project Light (PRL)
2019-011984PRL,Exemption,5/31/2019,Project Light (PRL)
2019-011985PRL,Exemption,5/31/2019,Project Light (PRL)
2019-011986PRL,Exemption,5/31/2019,Project Light (PRL)
2019-011993PRJ,Exemption,6/26/2019,Project Light (PRL)
2019-011995PRL,Exemption,5/31/2019,Project Light (PRL)
2019-011997PRL,Exemption,5/31/2019,Project Light (PRL)
2019-011998PRL,Exemption,5/31/2019,Project Light (PRL)
2019-012001PRL,Exemption,5/31/2019,Project Light (PRL)
2019-012003PRL,Exemption,5/31/2019,Project Light (PRL)
2019-012005PRL,Exemption,5/31/2019,Project Profile (PRJ)
2019-012006PRL,Exemption,5/31/2019,Project Light (PRL)
2019-012007PRJ,Exemption,,Project Light (PRL)
2019-012010PRL,Exemption,5/31/2019,Project Light (PRL)
2019-012011PRJ,Exemption,8/8/2019,Project Light (PRL)
2019-012014PRJ,Exemption,9/16/2020,Project Profile (PRJ)
2019-012016PRL,Exemption,5/31/2019,Project Light (PRL)
2019-012018PRJ,Exemption,11/13/2019,Project Light (PRL)
2019-012021PRL,Exemption,5/31/2019,Project Light (PRL)
2019-012022PRL,Exemption,5/31/2019,Project Light (PRL)
2019-012023PRJ,Exemption,2/20/2020,Project Light (PRL)
2019-012024PRJ,Exemption,,Project Light (PRL)
2019-012025PRL,Exemption,5/31/2019,Project Light (PRL)
2019-012026PRL,Exemption,5/31/2019,Project Light (PRL)
2019-012027PRJ,Exemption,9/25/2019,Project Light (PRL)
2019-012041PRL,Exemption,6/21/2019,Project Light (PRL)
2019-012048PRL,Exemption,5/31/2019,Project Light (PRL)
2019-012055PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012056PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012060PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012062PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012066PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012067PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012068PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012069PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012070PRL,Exemption,6/4/2019,Public Project Exemption
2019-012075PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012077PRJ,Exemption,11/12/2019,Project Light (PRL)
2019-012080PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012081PRJ,Exemption,6/13/2019,Project Light (PRL)
2019-012085PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012086PRL,Exemption,6/3/2019,Project Profile (PRJ)
2019-012087PRJ,Exemption,7/17/2019,Project Light (PRL)
2019-012090PRL,Exemption,6/3/2019,Project Profile (PRJ)
2019-012091PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012092PRJ,Exemption,6/16/2020,Project Profile (PRJ)
2019-012093PRL,Exemption,6/3/2019,Categorical Exemption-Certificate
2019-012094PRL,Exemption,6/3/2019,Project Profile (PRJ)
2019-012098PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012099PRJ,Exemption,6/4/2019,Project Light (PRL)
2019-012101PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012105PRJ,Exemption,,Project Profile (PRJ)
2019-012108PRL,Exemption,6/3/2019,Project Profile (PRJ)
2019-012114PRL,Exemption,6/3/2019,Project Light (PRL)
2019-012119PRJ,Exemption,10/25/2019,Project Light (PRL)
2019-012124PRL,Exemption,6/4/2019,Project Profile (PRJ)
2019-012126PRL,Exemption,6/4/2019,Project Profile (PRJ)
2019-012131PRJ,Exemption,12/16/2019,Categorical Exemption-Determination of Historic Resource
2019-012135PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012136PRJ,Exemption,2/13/2020,Project Light (PRL)
2019-012137PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012140PRL,Exemption,6/4/2019,Project Light (PRL)
2019-012141PRJ,Exemption,10/16/2019,Project Light (PRL)
